streak_id,member_id,streak_type,streak_start_date,streak_end_date,streak_length_days,break_reason,longest_streak_flag,is_streak_ongoing,is_length_outlier_iqr,is_length_outlier_zscore
STR-018994,MBR-011925,Gym-Attendance Streak,2023-02-27,2023-06-04,98,Monsoon Disruption,False,False,True,False
STR-035547,MBR-005735,App-Log Streak,2023-07-31,2023-08-11,12,Monsoon Disruption,True,False,False,False
STR-011588,MBR-015946,Gym-Attendance Streak,2023-02-11,2023-03-30,48,Unknown,True,False,False,False
STR-002272,MBR-006162,App-Log Streak,2023-11-25,2023-12-06,12,Unknown,False,False,False,False
STR-011943,MBR-005424,Gym-Attendance Streak,2022-12-11,2022-12-22,12,Motivation Loss,False,False,False,False
STR-029765,MBR-014237,Gym-Attendance Streak,2023-03-13,2023-04-08,27,Unknown,False,False,False,False
STR-006024,MBR-005553,Gym-Attendance Streak,2023-06-16,2023-06-22,7,Unknown,False,False,False,False
STR-039046,MBR-011145,App-Log Streak,2022-12-01,2022-12-08,8,Festival/Holiday,False,False,False,False
STR-016827,MBR-011782,Gym-Attendance Streak,2025-03-05,2025-03-16,12,Unknown,False,False,False,False
STR-014760,MBR-015891,App-Log Streak,2022-12-03,2022-12-19,17,Festival/Holiday,False,False,False,False
STR-009867,MBR-003740,Gym-Attendance Streak,2024-03-23,2024-04-13,22,Travel,False,False,False,False
STR-028443,MBR-000481,Gym-Attendance Streak,2025-06-17,2025-07-23,37,Unknown,True,False,False,False
STR-008224,MBR-005780,Gym-Attendance Streak,2025-07-15,2025-08-04,21,Motivation Loss,False,False,False,False
STR-002351,MBR-015846,Gym-Attendance Streak,2025-03-01,2025-03-07,7,Festival/Holiday,False,False,False,False
STR-035369,MBR-012380,Gym-Attendance Streak,2025-02-21,2025-03-03,11,Festival/Holiday,False,False,False,False
STR-024740,MBR-003448,Gym-Attendance Streak,2023-04-09,2023-04-16,8,Unknown,False,False,False,False
STR-022020,MBR-005506,App-Log Streak,2024-02-20,2024-03-17,27,Festival/Holiday,False,False,False,False
STR-020957,MBR-013572,App-Log Streak,2023-02-20,2023-02-24,5,Monsoon Disruption,False,False,False,False
STR-031651,MBR-012684,Gym-Attendance Streak,2023-07-11,2023-08-08,29,Festival/Holiday,False,False,False,False
STR-013348,MBR-013969,App-Log Streak,2023-04-15,2023-04-23,9,Unknown,False,False,False,False
STR-001543,MBR-011864,Gym-Attendance Streak,2022-01-06,2022-01-20,15,Work Pressure,True,False,False,False
STR-005077,MBR-007778,Gym-Attendance Streak,2023-07-06,2023-07-19,14,Unknown,False,False,False,False
STR-022961,MBR-009375,Gym-Attendance Streak,2022-12-20,2022-12-29,10,Unknown,False,False,False,False
STR-037291,MBR-000838,App-Log Streak,2025-08-02,2025-08-10,9,Illness,True,False,False,False
STR-014848,MBR-010054,Gym-Attendance Streak,2021-11-25,2021-11-27,3,Injury,True,False,False,False
STR-012545,MBR-010115,Gym-Attendance Streak,2023-12-09,2024-01-16,39,Travel,True,False,False,False
STR-027706,MBR-001710,Gym-Attendance Streak,2023-01-16,2023-02-09,25,Unknown,True,False,False,False
STR-018311,MBR-008101,Gym-Attendance Streak,2022-08-10,2022-09-14,36,Work Pressure,False,False,False,False
STR-026152,MBR-008298,App-Log Streak,2024-04-12,2024-05-11,30,Work Pressure,True,False,False,False
STR-024687,MBR-011745,App-Log Streak,2021-09-22,2021-10-14,23,Unknown,True,False,False,False
STR-006267,MBR-010738,Gym-Attendance Streak,2024-02-05,2024-02-10,6,Work Pressure,False,False,False,False
STR-035314,MBR-013790,Gym-Attendance Streak,2023-07-23,2023-08-01,10,Unknown,True,False,False,False
STR-036730,MBR-001188,Gym-Attendance Streak,2023-06-12,2023-07-25,44,Injury,True,False,False,False
STR-000673,MBR-000462,Gym-Attendance Streak,2024-07-25,2024-07-29,5,Monsoon Disruption,False,False,False,False
STR-006680,MBR-015140,Gym-Attendance Streak,2023-03-08,2023-03-25,18,Work Pressure,False,False,False,False
STR-037621,MBR-004768,App-Log Streak,2025-06-25,2025-07-12,18,Illness,False,False,False,False
STR-012506,MBR-013642,Gym-Attendance Streak,2025-08-31,2025-09-07,8,Travel,False,False,False,False
STR-001202,MBR-016474,App-Log Streak,2024-07-14,2024-08-17,35,Unknown,False,False,False,False
STR-038813,MBR-015186,Gym-Attendance Streak,2023-11-26,2023-12-02,7,Unknown,True,False,False,False
STR-025930,MBR-015872,App-Log Streak,2022-03-13,2022-03-26,14,Travel,False,False,False,False
STR-001414,MBR-004129,Gym-Attendance Streak,2022-04-08,2022-04-10,3,Work Pressure,False,False,False,False
STR-003749,MBR-016768,Gym-Attendance Streak,2022-10-29,2022-12-06,39,Travel,False,False,False,False
STR-038332,MBR-009073,App-Log Streak,2023-08-21,2023-10-11,52,Unknown,True,False,False,False
STR-033830,MBR-005957,Gym-Attendance Streak,2024-02-25,2024-03-13,18,Unknown,True,False,False,False
STR-029612,MBR-008903,App-Log Streak,2022-12-31,2023-03-05,65,Unknown,True,False,True,False
STR-029750,MBR-014299,App-Log Streak,2024-09-18,2024-10-16,29,Festival/Holiday,False,False,False,False
STR-026579,MBR-001645,Gym-Attendance Streak,2025-07-14,,79,Ongoing,True,True,True,False
STR-038463,MBR-000816,Gym-Attendance Streak,2023-01-31,2023-02-22,23,Motivation Loss,False,False,False,False
STR-029492,MBR-000551,App-Log Streak,2025-01-12,2025-01-25,14,Injury,False,False,False,False
STR-007525,MBR-002955,Gym-Attendance Streak,2025-04-14,2025-05-02,19,Motivation Loss,True,False,False,False
STR-001264,MBR-001374,App-Log Streak,2025-06-12,2025-06-17,6,Unknown,False,False,False,False
STR-009064,MBR-008010,Gym-Attendance Streak,2024-05-30,2024-06-01,3,Unknown,False,False,False,False
STR-014260,MBR-000433,App-Log Streak,2022-11-05,2022-11-25,21,Injury,False,False,False,False
STR-028645,MBR-004771,Gym-Attendance Streak,2025-01-21,2025-01-23,3,Unknown,False,False,False,False
STR-020134,MBR-008563,App-Log Streak,2022-08-31,2022-09-13,14,Illness,False,False,False,False
STR-005622,MBR-001351,App-Log Streak,2025-01-26,2025-02-20,26,Motivation Loss,True,False,False,False
STR-010490,MBR-008124,App-Log Streak,2022-12-17,2022-12-23,7,Unknown,False,False,False,False
STR-002886,MBR-014205,Gym-Attendance Streak,2023-08-23,2023-09-09,18,Unknown,True,False,False,False
STR-027754,MBR-016694,App-Log Streak,2023-12-10,2023-12-22,13,Injury,True,False,False,False
STR-033384,MBR-011606,Gym-Attendance Streak,2024-09-05,2024-09-21,17,Motivation Loss,False,False,False,False
STR-011587,MBR-015946,Gym-Attendance Streak,2023-01-13,2023-02-08,27,Unknown,False,False,False,False
STR-009007,MBR-003506,Gym-Attendance Streak,2025-03-02,2025-04-25,55,Unknown,True,False,True,False
STR-020800,MBR-011821,Gym-Attendance Streak,2022-09-21,2023-02-27,160,Unknown,True,False,True,False
STR-022123,MBR-014288,App-Log Streak,2022-06-13,2022-06-22,10,Unknown,False,False,False,False
STR-018555,MBR-013238,Gym-Attendance Streak,2025-06-21,2025-06-27,7,Travel,False,False,False,False
STR-013490,MBR-006919,Gym-Attendance Streak,2025-04-29,2025-05-17,19,Work Pressure,False,False,False,False
STR-018242,MBR-016851,App-Log Streak,2024-11-01,2024-11-10,10,Festival/Holiday,True,False,False,False
STR-010502,MBR-003949,Gym-Attendance Streak,2022-12-18,2023-01-24,38,Motivation Loss,True,False,False,False
STR-002816,MBR-001143,App-Log Streak,2021-05-15,2021-06-08,25,Festival/Holiday,False,False,False,False
STR-037330,MBR-005497,Gym-Attendance Streak,2023-03-01,2023-03-26,26,Unknown,True,False,False,False
STR-017122,MBR-016034,App-Log Streak,2023-03-04,2023-04-20,48,Unknown,False,False,False,False
STR-039617,MBR-002050,Gym-Attendance Streak,2025-09-09,2025-09-30,22,Unknown,False,False,False,False
STR-023792,MBR-016040,Gym-Attendance Streak,2023-02-28,2023-03-03,4,Festival/Holiday,False,False,False,False
STR-012102,MBR-016973,App-Log Streak,2024-12-19,2024-12-24,6,Unknown,False,False,False,False
STR-019797,MBR-013663,Gym-Attendance Streak,2023-08-28,2023-09-06,10,Motivation Loss,False,False,False,False
STR-034587,MBR-003313,Gym-Attendance Streak,2023-12-08,2024-01-07,31,Unknown,True,False,False,False
STR-008029,MBR-014140,Gym-Attendance Streak,2022-01-10,2022-02-04,26,Motivation Loss,True,False,False,False
STR-027096,MBR-017060,App-Log Streak,2023-08-11,2023-08-20,10,Motivation Loss,False,False,False,False
STR-033957,MBR-001836,Gym-Attendance Streak,2022-04-01,2022-06-05,66,Work Pressure,True,False,True,False
STR-026094,MBR-003562,Gym-Attendance Streak,2024-10-29,2024-11-02,5,Festival/Holiday,False,False,False,False
STR-027364,MBR-002792,App-Log Streak,2024-11-30,2024-12-07,8,Unknown,False,False,False,False
STR-018064,MBR-013036,App-Log Streak,2023-11-05,2023-11-24,20,Monsoon Disruption,True,False,False,False
STR-014082,MBR-006487,Gym-Attendance Streak,2025-07-31,2025-08-04,5,Monsoon Disruption,False,False,False,False
STR-032908,MBR-013038,App-Log Streak,2025-01-17,2025-02-08,23,Festival/Holiday,False,False,False,False
STR-024118,MBR-013833,Gym-Attendance Streak,2025-09-11,2025-09-19,9,Unknown,False,False,False,False
STR-024830,MBR-016860,Gym-Attendance Streak,2024-02-26,2024-03-24,28,Unknown,False,False,False,False
STR-027875,MBR-011617,Gym-Attendance Streak,2022-11-13,2022-11-20,8,Unknown,True,False,False,False
STR-012881,MBR-009705,Gym-Attendance Streak,2024-12-23,2025-01-01,10,Festival/Holiday,False,False,False,False
STR-009759,MBR-013609,Gym-Attendance Streak,2023-07-24,2023-08-21,29,Unknown,False,False,False,False
STR-005532,MBR-010056,App-Log Streak,2021-05-24,2021-06-21,29,Unknown,False,False,False,False
STR-012483,MBR-001884,App-Log Streak,2023-06-26,2023-07-04,9,Unknown,False,False,False,False
STR-000458,MBR-008562,Gym-Attendance Streak,2024-09-18,2024-09-23,6,Festival/Holiday,False,False,False,False
STR-020332,MBR-015325,App-Log Streak,2022-11-14,2022-11-29,16,Work Pressure,False,False,False,False
STR-000123,MBR-005869,Gym-Attendance Streak,2021-09-08,2021-09-10,3,Unknown,True,False,False,False
STR-010226,MBR-005200,App-Log Streak,2021-09-25,2021-10-05,11,Unknown,False,False,False,False
STR-012975,MBR-004745,Gym-Attendance Streak,2022-11-25,2023-01-17,54,Unknown,True,False,False,False
STR-030643,MBR-007097,App-Log Streak,2022-04-30,2022-05-03,4,Motivation Loss,False,False,False,False
STR-029705,MBR-013429,App-Log Streak,2025-01-08,2025-01-13,6,Festival/Holiday,False,False,False,False
STR-014280,MBR-003683,App-Log Streak,2025-05-25,2025-08-04,72,Monsoon Disruption,True,False,True,False
STR-027617,MBR-010668,App-Log Streak,2024-11-06,2024-12-06,31,Unknown,False,False,False,False
STR-007623,MBR-004986,App-Log Streak,2025-01-22,2025-01-25,4,Monsoon Disruption,True,False,False,False
STR-036706,MBR-006471,App-Log Streak,2022-12-14,2022-12-26,13,Festival/Holiday,False,False,False,False
STR-023400,MBR-013853,App-Log Streak,2024-11-15,2024-11-18,4,Unknown,False,False,False,False
STR-013291,MBR-004414,Gym-Attendance Streak,2025-05-29,2025-06-02,5,Unknown,False,False,False,False
STR-024401,MBR-013156,Gym-Attendance Streak,2024-08-21,2024-09-01,12,Motivation Loss,False,False,False,False
STR-021786,MBR-001878,Gym-Attendance Streak,2022-07-14,2022-07-26,13,Monsoon Disruption,False,False,False,False
STR-029320,MBR-017142,App-Log Streak,2022-08-12,2022-08-29,18,Unknown,False,False,False,False
STR-020663,MBR-015290,Gym-Attendance Streak,2022-09-19,2022-12-04,77,Festival/Holiday,False,False,True,False
STR-034976,MBR-011960,App-Log Streak,2024-08-11,2024-08-14,4,Unknown,False,False,False,False
STR-001043,MBR-007469,Gym-Attendance Streak,2022-01-07,2022-02-22,47,Injury,True,False,False,False
STR-037483,MBR-002673,Gym-Attendance Streak,2024-06-15,2024-06-19,5,Festival/Holiday,False,False,False,False
STR-039749,MBR-012749,App-Log Streak,2025-02-10,2025-02-18,9,Unknown,True,False,False,False
STR-002597,MBR-012571,App-Log Streak,2022-09-16,2022-09-25,10,Motivation Loss,False,False,False,False
STR-006276,MBR-007439,Gym-Attendance Streak,2025-06-30,2025-07-11,12,Motivation Loss,False,False,False,False
STR-019938,MBR-008580,Gym-Attendance Streak,2022-06-30,2022-07-06,7,Motivation Loss,False,False,False,False
STR-014239,MBR-013350,Gym-Attendance Streak,2021-02-09,2021-02-15,7,Motivation Loss,True,False,False,False
STR-016059,MBR-014017,Gym-Attendance Streak,2023-10-09,2023-10-09,1,Unknown,False,False,False,False
STR-033694,MBR-000678,Gym-Attendance Streak,2023-12-24,2024-01-30,38,Motivation Loss,True,False,False,False
STR-005034,MBR-012479,App-Log Streak,2024-09-24,2024-11-01,39,Travel,True,False,False,False
STR-013469,MBR-003068,Gym-Attendance Streak,2024-06-22,2024-06-24,3,Unknown,True,False,False,False
STR-005797,MBR-008991,Gym-Attendance Streak,2023-12-18,2023-12-26,9,Motivation Loss,True,False,False,False
STR-013088,MBR-007801,Gym-Attendance Streak,2023-02-03,2023-02-09,7,Motivation Loss,False,False,False,False
STR-012860,MBR-012780,App-Log Streak,2023-07-15,2023-07-17,3,Injury,False,False,False,False
STR-024550,MBR-016027,App-Log Streak,2025-04-17,2025-04-30,14,Unknown,True,False,False,False
STR-012328,MBR-012826,Gym-Attendance Streak,2025-05-04,2025-05-16,13,Unknown,True,False,False,False
STR-003574,MBR-009958,Gym-Attendance Streak,2025-04-17,2025-04-29,13,Motivation Loss,False,False,False,False
STR-020896,MBR-013618,App-Log Streak,2021-10-26,2021-11-23,29,Unknown,True,False,False,False
STR-004925,MBR-006229,Gym-Attendance Streak,2024-07-23,2024-07-25,3,Unknown,False,False,False,False
STR-005880,MBR-006164,Gym-Attendance Streak,2023-04-05,2023-04-18,14,Travel,False,False,False,False
STR-012372,MBR-017277,App-Log Streak,2023-03-19,2023-03-25,7,Motivation Loss,False,False,False,False
STR-015208,MBR-017244,Gym-Attendance Streak,2023-06-27,2023-07-01,5,Unknown,True,False,False,False
STR-011803,MBR-005827,Gym-Attendance Streak,2022-06-07,2022-06-19,13,Monsoon Disruption,False,False,False,False
STR-026845,MBR-002385,Gym-Attendance Streak,2024-05-15,2024-06-17,34,Monsoon Disruption,True,False,False,False
STR-032909,MBR-013038,Gym-Attendance Streak,2025-03-16,2025-04-10,26,Monsoon Disruption,True,False,False,False
STR-037451,MBR-006389,App-Log Streak,2023-08-14,,779,Ongoing,True,True,True,True
STR-022152,MBR-015535,App-Log Streak,2024-03-09,2024-03-17,9,Festival/Holiday,False,False,False,False
STR-035514,MBR-014309,Gym-Attendance Streak,2024-07-21,2024-08-17,28,Unknown,True,False,False,False
STR-008786,MBR-001048,App-Log Streak,2025-03-23,2025-04-13,22,Motivation Loss,True,False,False,False
STR-013541,MBR-005847,Gym-Attendance Streak,2023-07-24,2023-08-12,20,Unknown,False,False,False,False
STR-007773,MBR-016843,App-Log Streak,2024-01-01,2024-01-20,20,Unknown,False,False,False,False
STR-014200,MBR-003386,App-Log Streak,2025-05-25,2025-06-14,21,Unknown,False,False,False,False
STR-037392,MBR-000964,Gym-Attendance Streak,2022-01-21,2022-01-27,7,Unknown,True,False,False,False
STR-015396,MBR-008384,App-Log Streak,2024-01-19,2024-01-25,7,Motivation Loss,False,False,False,False
STR-033353,MBR-015811,App-Log Streak,2023-05-28,2023-06-22,26,Unknown,False,False,False,False
STR-035627,MBR-009594,App-Log Streak,2021-07-28,2021-08-22,26,Unknown,False,False,False,False
STR-006944,MBR-000596,Gym-Attendance Streak,2021-07-21,2021-07-27,7,Unknown,False,False,False,False
STR-007955,MBR-017205,App-Log Streak,2025-08-04,2025-08-14,11,Unknown,False,False,False,False
STR-003776,MBR-015125,Gym-Attendance Streak,2023-11-11,2023-11-26,16,Unknown,False,False,False,False
STR-002305,MBR-017324,Gym-Attendance Streak,2022-04-19,2022-04-21,3,Work Pressure,False,False,False,False
STR-029607,MBR-011786,Gym-Attendance Streak,2023-07-05,2023-07-07,3,Unknown,False,False,False,False
STR-036813,MBR-010039,App-Log Streak,2023-01-22,2023-03-04,42,Festival/Holiday,False,False,False,False
STR-036888,MBR-006685,Gym-Attendance Streak,2024-04-10,2024-04-21,12,Unknown,False,False,False,False
STR-014513,MBR-001697,App-Log Streak,2021-07-22,2021-07-22,1,Monsoon Disruption,False,False,False,False
STR-025697,MBR-001887,App-Log Streak,2024-12-07,2024-12-24,18,Motivation Loss,True,False,False,False
STR-036680,MBR-008022,App-Log Streak,2022-10-27,2022-11-05,10,Festival/Holiday,False,False,False,False
STR-029816,MBR-000401,App-Log Streak,2023-04-22,,893,Ongoing,True,True,True,True
STR-002112,MBR-007660,Gym-Attendance Streak,2022-12-20,2022-12-24,5,Travel,False,False,False,False
STR-021625,MBR-000597,Gym-Attendance Streak,2025-06-07,2025-06-08,2,Unknown,True,False,False,False
STR-020753,MBR-010879,Gym-Attendance Streak,2025-08-11,2025-08-12,2,Unknown,False,False,False,False
STR-031526,MBR-002510,App-Log Streak,2024-03-07,2024-03-18,12,Festival/Holiday,True,False,False,False
STR-023328,MBR-006243,App-Log Streak,2021-08-24,2021-08-25,2,Travel,False,False,False,False
STR-024776,MBR-016260,Gym-Attendance Streak,2024-02-24,2024-03-24,30,Unknown,False,False,False,False
STR-019831,MBR-012405,Gym-Attendance Streak,2021-12-29,2022-01-22,25,Illness,False,False,False,False
STR-021152,MBR-013271,App-Log Streak,2024-09-08,2024-09-20,13,Unknown,False,False,False,False
STR-026016,MBR-005015,Gym-Attendance Streak,2023-12-09,2024-01-16,39,Motivation Loss,False,False,False,False
STR-017527,MBR-005264,App-Log Streak,2025-03-29,2025-04-07,10,Motivation Loss,True,False,False,False
STR-004342,MBR-010293,Gym-Attendance Streak,2021-10-14,2021-11-01,19,Travel,False,False,False,False
STR-018610,MBR-006294,App-Log Streak,2023-09-02,2023-09-12,11,Work Pressure,True,False,False,False
STR-000421,MBR-003010,Gym-Attendance Streak,2025-01-23,2025-01-31,9,Work Pressure,True,False,False,False
STR-002956,MBR-004571,App-Log Streak,2022-03-30,2022-04-05,7,Illness,False,False,False,False
STR-037122,MBR-006570,Gym-Attendance Streak,2024-04-29,2024-05-08,10,Unknown,False,False,False,False
STR-014373,MBR-006463,Gym-Attendance Streak,2023-10-31,2023-11-13,14,Work Pressure,False,False,False,False
STR-015334,MBR-003880,Gym-Attendance Streak,2025-01-26,2025-05-10,105,Unknown,True,False,True,False
STR-005395,MBR-000192,App-Log Streak,2025-03-25,2025-03-31,7,Injury,True,False,False,False
STR-025918,MBR-016832,App-Log Streak,2021-12-27,2022-01-08,13,Unknown,False,False,False,False
STR-007484,MBR-009550,Gym-Attendance Streak,2022-12-27,2022-12-27,1,Travel,False,False,False,False
STR-020521,MBR-017095,App-Log Streak,2022-08-25,2022-09-12,19,Unknown,False,False,False,False
STR-029013,MBR-014565,App-Log Streak,2022-09-18,2022-09-30,13,Unknown,False,False,False,False
STR-004118,MBR-014533,Gym-Attendance Streak,2023-10-19,2023-11-29,42,Unknown,True,False,False,False
STR-022681,MBR-011830,App-Log Streak,2022-07-11,2022-08-04,25,Monsoon Disruption,False,False,False,False
STR-007191,MBR-012736,Gym-Attendance Streak,2025-04-16,2025-05-03,18,Unknown,True,False,False,False
STR-013165,MBR-011613,App-Log Streak,2021-04-07,2021-04-08,2,Monsoon Disruption,False,False,False,False
STR-021172,MBR-013567,Gym-Attendance Streak,2021-12-31,2022-03-05,65,Festival/Holiday,True,False,True,False
STR-010284,MBR-011406,Gym-Attendance Streak,2023-04-16,2023-04-29,14,Illness,True,False,False,False
STR-009301,MBR-011164,App-Log Streak,2022-08-20,2022-09-16,28,Work Pressure,False,False,False,False
STR-024914,MBR-004018,Gym-Attendance Streak,2023-09-30,2023-10-05,6,Unknown,False,False,False,False
STR-004151,MBR-008139,Gym-Attendance Streak,2024-06-22,2024-08-02,42,Unknown,True,False,False,False
STR-016605,MBR-011828,App-Log Streak,2021-06-03,2021-07-06,34,Unknown,True,False,False,False
STR-028796,MBR-001175,Gym-Attendance Streak,2025-09-19,2025-09-20,2,Unknown,True,False,False,False
STR-010674,MBR-011259,App-Log Streak,2023-06-27,2023-08-01,36,Monsoon Disruption,False,False,False,False
STR-035961,MBR-010522,Gym-Attendance Streak,2024-12-21,2025-01-15,26,Unknown,False,False,False,False
STR-024839,MBR-009992,App-Log Streak,2023-08-23,2023-08-24,2,Injury,False,False,False,False
STR-028506,MBR-016884,Gym-Attendance Streak,2025-07-19,2025-08-30,43,Travel,False,False,False,False
STR-008204,MBR-006503,App-Log Streak,2023-07-11,2023-08-16,37,Motivation Loss,True,False,False,False
STR-025945,MBR-004929,Gym-Attendance Streak,2023-05-19,2023-05-27,9,Unknown,False,False,False,False
STR-022164,MBR-004741,Gym-Attendance Streak,2025-01-06,2025-01-22,17,Unknown,True,False,False,False
STR-005599,MBR-003473,App-Log Streak,2025-07-06,2025-08-06,32,Travel,False,False,False,False
STR-032559,MBR-006442,App-Log Streak,2024-06-05,2024-07-13,39,Work Pressure,True,False,False,False
STR-033119,MBR-007458,App-Log Streak,2022-06-14,2022-07-12,29,Motivation Loss,True,False,False,False
STR-017272,MBR-003048,Gym-Attendance Streak,2025-03-22,2025-05-12,52,Unknown,True,False,False,False
STR-035940,MBR-000958,App-Log Streak,2024-12-28,2025-01-11,15,Work Pressure,False,False,False,False
STR-026225,MBR-007238,App-Log Streak,2021-04-14,2021-05-07,24,Unknown,True,False,False,False
STR-032365,MBR-012979,Gym-Attendance Streak,2023-09-14,2023-09-17,4,Monsoon Disruption,False,False,False,False
STR-013735,MBR-016671,Gym-Attendance Streak,2024-03-31,2024-04-28,29,Travel,True,False,False,False
STR-008671,MBR-003133,App-Log Streak,2023-08-10,2023-09-28,50,Monsoon Disruption,True,False,False,False
STR-018022,MBR-002721,App-Log Streak,2023-10-03,2023-10-10,8,Illness,True,False,False,False
STR-011601,MBR-017211,App-Log Streak,2022-11-30,2023-01-01,33,Monsoon Disruption,True,False,False,False
STR-029651,MBR-004893,App-Log Streak,2025-09-21,2025-09-26,6,Festival/Holiday,False,False,False,False
STR-015670,MBR-010391,Gym-Attendance Streak,2024-11-25,2024-12-08,14,Unknown,False,False,False,False
STR-007650,MBR-001971,Gym-Attendance Streak,2025-04-09,2025-04-25,17,Unknown,False,False,False,False
STR-023484,MBR-014724,Gym-Attendance Streak,2021-04-22,2021-05-05,14,Work Pressure,False,False,False,False
STR-014289,MBR-015244,Gym-Attendance Streak,2021-08-29,2021-10-16,49,Unknown,True,False,False,False
STR-007899,MBR-009804,App-Log Streak,2024-06-22,2024-06-28,7,Festival/Holiday,False,False,False,False
STR-009483,MBR-007732,Gym-Attendance Streak,2022-09-11,2022-09-19,9,Unknown,True,False,False,False
STR-014380,MBR-003472,Gym-Attendance Streak,2023-01-13,2023-01-26,14,Festival/Holiday,False,False,False,False
STR-037169,MBR-003392,Gym-Attendance Streak,2022-01-29,2022-02-15,18,Injury,False,False,False,False
STR-002343,MBR-000385,App-Log Streak,2023-09-11,2023-09-16,6,Travel,False,False,False,False
STR-026081,MBR-012947,App-Log Streak,2023-01-22,2023-02-17,27,Injury,True,False,False,False
STR-036209,MBR-002132,Gym-Attendance Streak,2024-07-13,2024-07-17,5,Work Pressure,False,False,False,False
STR-005435,MBR-013954,App-Log Streak,2022-07-09,2022-08-04,27,Travel,True,False,False,False
STR-016085,MBR-014907,Gym-Attendance Streak,2022-02-03,2022-03-04,30,Unknown,True,False,False,False
STR-036250,MBR-010150,App-Log Streak,2024-03-28,2024-03-31,4,Travel,False,False,False,False
STR-003844,MBR-012349,Gym-Attendance Streak,2025-09-29,2025-09-30,2,Unknown,False,False,False,False
STR-005172,MBR-000477,App-Log Streak,2025-09-26,2025-09-30,5,Festival/Holiday,False,False,False,False
STR-033887,MBR-007771,Gym-Attendance Streak,2022-03-16,2022-03-24,9,Travel,False,False,False,False
STR-007118,MBR-012651,App-Log Streak,2023-12-04,2023-12-14,11,Illness,False,False,False,False
STR-018354,MBR-001813,Gym-Attendance Streak,2021-11-05,2021-11-13,9,Unknown,False,False,False,False
STR-023199,MBR-015461,Gym-Attendance Streak,2023-05-07,2023-06-09,34,Unknown,False,False,False,False
STR-035558,MBR-015992,App-Log Streak,2021-11-10,2021-12-01,22,Illness,False,False,False,False
STR-026537,MBR-012585,App-Log Streak,2023-06-03,2023-06-07,5,Unknown,False,False,False,False
STR-009565,MBR-016391,Gym-Attendance Streak,2023-03-30,2023-04-02,4,Unknown,False,False,False,False
STR-030109,MBR-011588,App-Log Streak,2024-02-08,2024-02-21,14,Unknown,False,False,False,False
STR-030849,MBR-009631,Gym-Attendance Streak,2021-12-10,2022-02-03,56,Unknown,True,False,True,False
STR-031408,MBR-008971,Gym-Attendance Streak,2025-09-14,,17,Ongoing,False,True,False,False
STR-032035,MBR-016294,Gym-Attendance Streak,2025-02-08,2025-02-17,10,Unknown,False,False,False,False
STR-019915,MBR-002499,App-Log Streak,2025-05-16,2025-05-24,9,Unknown,False,False,False,False
STR-015163,MBR-002484,Gym-Attendance Streak,2024-09-25,2024-09-25,1,Unknown,False,False,False,False
STR-037503,MBR-011015,App-Log Streak,2021-08-02,2021-08-14,13,Work Pressure,True,False,False,False
STR-009899,MBR-013430,App-Log Streak,2024-02-18,2024-02-28,11,Work Pressure,False,False,False,False
STR-018381,MBR-001364,Gym-Attendance Streak,2021-11-15,2021-12-25,41,Unknown,False,False,False,False
STR-005427,MBR-009495,Gym-Attendance Streak,2024-03-23,2024-03-30,8,Travel,False,False,False,False
STR-040054,MBR-016228,App-Log Streak,2022-04-02,2022-04-10,9,Unknown,False,False,False,False
STR-029155,MBR-002028,Gym-Attendance Streak,2022-06-22,2022-06-30,9,Monsoon Disruption,False,False,False,False
STR-028865,MBR-007816,App-Log Streak,2025-09-30,2025-09-30,1,Monsoon Disruption,True,False,False,False
STR-027907,MBR-013198,Gym-Attendance Streak,2025-09-01,,30,Ongoing,False,True,False,False
STR-000748,MBR-010285,App-Log Streak,2024-06-13,2024-06-28,16,Unknown,False,False,False,False
STR-009960,MBR-013736,Gym-Attendance Streak,2022-12-10,2022-12-18,9,Travel,False,False,False,False
STR-012902,MBR-012491,Gym-Attendance Streak,2021-01-29,2021-01-31,3,Unknown,False,False,False,False
STR-009270,MBR-002926,App-Log Streak,2024-10-07,2024-11-03,28,Festival/Holiday,False,False,False,False
STR-036344,MBR-008415,Gym-Attendance Streak,2023-10-15,2023-10-23,9,Unknown,True,False,False,False
STR-013338,MBR-000701,Gym-Attendance Streak,2022-04-15,2022-04-18,4,Unknown,False,False,False,False
STR-001544,MBR-011864,App-Log Streak,2022-09-26,2022-10-03,8,Festival/Holiday,False,False,False,False
STR-003397,MBR-009879,App-Log Streak,2025-05-27,2025-06-06,11,Work Pressure,False,False,False,False
STR-027643,MBR-002498,App-Log Streak,2023-07-27,2023-08-04,9,Work Pressure,False,False,False,False
STR-010188,MBR-006221,Gym-Attendance Streak,2023-11-30,2023-12-12,13,Festival/Holiday,False,False,False,False
STR-028971,MBR-003055,App-Log Streak,2024-09-20,2024-10-11,22,Festival/Holiday,False,False,False,False
STR-019182,MBR-004326,App-Log Streak,2024-05-31,2024-06-07,8,Injury,True,False,False,False
STR-010037,MBR-006131,Gym-Attendance Streak,2023-11-23,2023-12-02,10,Motivation Loss,False,False,False,False
STR-033991,MBR-012290,App-Log Streak,2023-01-20,2023-07-16,178,Motivation Loss,True,False,True,False
STR-028766,MBR-006737,App-Log Streak,2021-06-14,,1570,Ongoing,True,True,True,True
