checkin_id,member_id,branch_id,checkin_datetime,checkout_datetime,workout_type,trainer_id,duration_minutes,is_checkout_missing,day_of_week,checkin_hour,actual_duration_minutes,season_tag,is_duration_outlier
CHK-008957,MBR-005451,BR-027,2022-06-08 20:30:58,2022-06-08 21:16:58,Group Class,Self-Guided,49,False,Wednesday,20,46.0,Monsoon,False
CHK-008958,MBR-000055,BR-026,2022-06-08 20:42:11,2022-06-08 21:36:11,Strength Training,Self-Guided,49,False,Wednesday,20,54.0,Monsoon,False
CHK-008959,MBR-006505,BR-008,2022-06-08 20:53:17,,Personal Training Session,TR-009,57,True,Wednesday,20,,Monsoon,False
CHK-008960,MBR-007487,BR-008,2022-06-08 20:56:50,2022-06-08 21:56:50,Personal Training Session,TR-038,59,False,Wednesday,20,60.0,Monsoon,False
CHK-008961,MBR-014902,BR-038,2022-06-08 21:05:22,2022-06-08 22:16:22,Strength Training,Self-Guided,67,False,Wednesday,21,71.0,Monsoon,False
CHK-008962,MBR-013231,BR-005,2022-06-08 21:13:30,2022-06-08 22:48:30,Group Class,Self-Guided,99,False,Wednesday,21,95.0,Monsoon,False
CHK-008963,MBR-015359,BR-034,2022-06-08 23:02:59,,Cardio,Self-Guided,45,True,Wednesday,23,,Monsoon,False
CHK-008964,MBR-013799,BR-038,2022-06-08 23:10:18,2022-06-09 00:49:18,Strength Training,Self-Guided,102,False,Wednesday,23,99.0,Monsoon,False
CHK-008965,MBR-005039,BR-010,2022-06-09 02:52:50,2022-06-09 04:01:50,Personal Training Session,TR-008,69,False,Thursday,2,69.0,Monsoon,False
CHK-008966,MBR-017358,BR-033,2022-06-09 06:17:29,2022-06-09 07:40:29,Cardio,Self-Guided,79,False,Thursday,6,83.0,Monsoon,False
CHK-008967,MBR-013241,BR-010,2022-06-09 07:17:58,2022-06-09 08:08:58,Strength Training,Self-Guided,46,False,Thursday,7,51.0,Monsoon,False
CHK-008968,MBR-009824,BR-011,2022-06-09 08:02:04,2022-06-09 09:13:04,Cardio,Self-Guided,72,False,Thursday,8,71.0,Monsoon,False
CHK-008969,MBR-013864,BR-007,2022-06-09 11:40:46,2022-06-09 13:21:46,Strength Training,Self-Guided,105,False,Thursday,11,101.0,Monsoon,False
CHK-008970,MBR-014979,BR-022,2022-06-09 13:22:00,2022-06-09 15:08:00,Cardio,Self-Guided,103,False,Thursday,13,106.0,Monsoon,False
CHK-008971,MBR-012239,BR-034,2022-06-09 13:31:58,2022-06-09 14:06:58,Cardio,Self-Guided,37,False,Thursday,13,35.0,Monsoon,False
CHK-008972,MBR-014044,BR-035,2022-06-09 13:39:47,2022-06-09 14:50:47,Cardio,Self-Guided,72,False,Thursday,13,71.0,Monsoon,False
CHK-008973,MBR-013998,BR-034,2022-06-09 16:20:48,2022-06-09 17:24:48,Cardio,Self-Guided,65,False,Thursday,16,64.0,Monsoon,False
CHK-008974,MBR-013355,BR-035,2022-06-09 16:37:20,2022-06-09 18:15:20,Cardio,Self-Guided,99,False,Thursday,16,98.0,Monsoon,False
CHK-008975,MBR-007411,BR-017,2022-06-09 17:10:23,2022-06-09 18:28:23,Cardio,Self-Guided,74,False,Thursday,17,78.0,Monsoon,False
CHK-008976,MBR-006609,BR-002,2022-06-09 17:18:39,2022-06-09 18:16:39,Personal Training Session,TR-033,57,False,Thursday,17,58.0,Monsoon,False
CHK-008977,MBR-009265,BR-018,2022-06-09 17:35:51,2022-06-09 18:12:51,Personal Training Session,TR-029,36,False,Thursday,17,37.0,Monsoon,False
CHK-008978,MBR-006602,BR-020,2022-06-09 17:56:30,2022-06-09 19:45:30,Strength Training,Self-Guided,107,False,Thursday,17,109.0,Monsoon,False
CHK-008979,MBR-007490,BR-034,2022-06-09 18:10:59,2022-06-09 19:17:59,Personal Training Session,TR-021,65,False,Thursday,18,67.0,Monsoon,False
CHK-008980,MBR-006963,BR-026,2022-06-09 18:55:11,2022-06-09 20:05:11,Cardio,Self-Guided,70,False,Thursday,18,70.0,Monsoon,False
CHK-008981,MBR-000037,BR-037,2022-06-09 19:01:59,2022-06-09 19:58:59,Group Class,Self-Guided,55,False,Thursday,19,57.0,Monsoon,False
CHK-008982,MBR-009328,BR-017,2022-06-09 19:44:57,2022-06-09 20:46:57,Cardio,Self-Guided,57,False,Thursday,19,62.0,Monsoon,False
CHK-008983,MBR-007604,BR-023,2022-06-09 19:54:30,2022-06-09 20:37:30,Strength Training,Self-Guided,46,False,Thursday,19,43.0,Monsoon,False
CHK-008984,MBR-006609,BR-002,2022-06-09 20:00:43,2022-06-09 21:12:43,Personal Training Session,TR-048,71,False,Thursday,20,72.0,Monsoon,False
CHK-008985,MBR-000023,BR-018,2022-06-09 20:18:06,2022-06-09 21:13:06,Strength Training,Self-Guided,53,False,Thursday,20,55.0,Monsoon,False
CHK-008986,MBR-015415,BR-038,2022-06-09 20:44:30,2022-06-09 21:46:30,Group Class,Self-Guided,57,False,Thursday,20,62.0,Monsoon,False
CHK-008987,MBR-008955,BR-009,2022-06-09 20:52:33,,Group Class,Self-Guided,52,True,Thursday,20,,Monsoon,False
CHK-008988,MBR-007247,BR-018,2022-06-09 21:03:13,,Strength Training,Self-Guided,94,True,Thursday,21,,Monsoon,False
CHK-008989,MBR-003449,BR-039,2022-06-09 21:04:51,2022-06-09 22:11:51,Strength Training,Self-Guided,67,False,Thursday,21,67.0,Monsoon,False
CHK-008990,MBR-017081,BR-012,2022-06-09 21:40:53,2022-06-09 22:19:53,Group Class,Self-Guided,43,False,Thursday,21,39.0,Monsoon,False
CHK-008991,MBR-010662,BR-038,2022-06-09 22:25:52,2022-06-09 23:21:52,Personal Training Session,TR-029,60,False,Thursday,22,56.0,Monsoon,False
CHK-008992,MBR-016655,BR-032,2022-06-09 23:48:31,2022-06-10 00:26:31,Strength Training,Self-Guided,40,False,Thursday,23,38.0,Monsoon,False
CHK-008993,MBR-002725,BR-030,2022-06-10 03:00:23,2022-06-10 03:48:23,Strength Training,Self-Guided,48,False,Friday,3,48.0,Monsoon,False
CHK-008994,MBR-016462,BR-031,2022-06-10 03:25:19,2022-06-10 04:18:19,Strength Training,Self-Guided,56,False,Friday,3,53.0,Monsoon,False
CHK-008995,MBR-002773,BR-018,2022-06-10 06:01:32,,Group Class,Self-Guided,50,True,Friday,6,,Monsoon,False
CHK-008996,MBR-014393,BR-016,2022-06-10 06:26:15,2022-06-10 07:39:15,Personal Training Session,TR-049,69,False,Friday,6,73.0,Monsoon,False
CHK-008997,MBR-004868,BR-029,2022-06-10 06:27:37,2022-06-10 07:31:37,Strength Training,Self-Guided,59,False,Friday,6,64.0,Monsoon,False
CHK-008998,MBR-012211,BR-004,2022-06-10 07:07:37,,Strength Training,Self-Guided,108,True,Friday,7,,Monsoon,False
CHK-008999,MBR-006853,BR-019,2022-06-10 07:18:35,2022-06-10 08:30:35,Group Class,Self-Guided,67,False,Friday,7,72.0,Monsoon,False
CHK-009000,MBR-006504,BR-038,2022-06-10 07:32:25,2022-06-10 09:13:25,Group Class,Self-Guided,98,False,Friday,7,101.0,Monsoon,False
CHK-009001,MBR-000653,BR-005,2022-06-10 08:37:16,2022-06-10 09:29:16,Cardio,Self-Guided,49,False,Friday,8,52.0,Monsoon,False
CHK-009002,MBR-001642,BR-028,2022-06-10 09:48:52,2022-06-10 11:00:52,Strength Training,Self-Guided,71,False,Friday,9,72.0,Monsoon,False
CHK-009003,MBR-009496,BR-012,2022-06-10 10:21:26,2022-06-10 11:28:26,Cardio,Self-Guided,63,False,Friday,10,67.0,Monsoon,False
CHK-009004,MBR-014443,BR-002,2022-06-10 11:32:17,,Group Class,Self-Guided,38,True,Friday,11,,Monsoon,False
CHK-009005,MBR-001828,BR-035,2022-06-10 12:07:42,,Personal Training Session,TR-029,64,True,Friday,12,,Monsoon,False
CHK-009006,MBR-003613,BR-020,2022-06-10 12:11:51,2022-06-10 12:41:51,Strength Training,Self-Guided,31,False,Friday,12,30.0,Monsoon,False
CHK-009007,MBR-017159,BR-035,2022-06-10 14:04:06,2022-06-10 15:12:06,Cardio,Self-Guided,71,False,Friday,14,68.0,Monsoon,False
CHK-009008,MBR-008160,BR-036,2022-06-10 15:23:05,2022-06-10 16:14:05,Cardio,Self-Guided,48,False,Friday,15,51.0,Monsoon,False
CHK-009009,MBR-007268,BR-017,2022-06-10 16:02:31,2022-06-10 17:41:31,Cardio,Self-Guided,95,False,Friday,16,99.0,Monsoon,False
CHK-009010,MBR-009655,BR-038,2022-06-10 16:03:10,2022-06-10 17:36:10,Cardio,Self-Guided,95,False,Friday,16,93.0,Monsoon,False
CHK-009011,MBR-006956,BR-019,2022-06-10 17:03:54,2022-06-10 18:51:54,Cardio,Self-Guided,106,False,Friday,17,108.0,Monsoon,False
CHK-009012,MBR-016512,BR-033,2022-06-10 17:06:09,2022-06-10 18:23:09,Strength Training,Self-Guided,76,False,Friday,17,77.0,Monsoon,False
CHK-009013,MBR-012813,BR-033,2022-06-10 17:37:48,2022-06-10 19:16:48,Group Class,Self-Guided,94,False,Friday,17,99.0,Monsoon,False
CHK-009014,MBR-011781,BR-034,2022-06-10 17:47:18,,Strength Training,Self-Guided,49,True,Friday,17,,Monsoon,False
CHK-009015,MBR-004237,BR-026,2022-06-10 18:12:30,2022-06-10 19:28:30,Personal Training Session,TR-004,79,False,Friday,18,76.0,Monsoon,False
CHK-009016,MBR-005315,BR-033,2022-06-10 19:26:01,2022-06-10 20:26:01,Strength Training,Self-Guided,57,False,Friday,19,60.0,Monsoon,False
CHK-009017,MBR-008620,BR-018,2022-06-10 19:34:40,,Strength Training,Self-Guided,40,True,Friday,19,,Monsoon,False
CHK-009018,MBR-008311,BR-017,2022-06-10 19:38:24,2022-06-10 20:11:24,Cardio,Self-Guided,34,False,Friday,19,33.0,Monsoon,False
CHK-009019,MBR-013043,BR-033,2022-06-10 20:07:24,2022-06-10 21:10:24,Group Class,Self-Guided,63,False,Friday,20,63.0,Monsoon,False
CHK-009020,MBR-013866,BR-005,2022-06-10 20:12:45,2022-06-10 21:06:45,Cardio,Self-Guided,49,False,Friday,20,54.0,Monsoon,False
CHK-009021,MBR-000423,BR-033,2022-06-10 20:15:28,2022-06-10 21:06:28,Cardio,Self-Guided,53,False,Friday,20,51.0,Monsoon,False
CHK-009022,MBR-007928,BR-033,2022-06-10 20:38:08,2022-06-10 21:44:08,Strength Training,Self-Guided,63,False,Friday,20,66.0,Monsoon,False
CHK-009023,MBR-015738,BR-020,2022-06-10 20:44:33,2022-06-10 22:22:33,Cardio,Self-Guided,97,False,Friday,20,98.0,Monsoon,False
CHK-009024,MBR-014670,BR-034,2022-06-10 21:11:58,2022-06-10 22:30:58,Cardio,Self-Guided,74,False,Friday,21,79.0,Monsoon,False
CHK-009025,MBR-016959,BR-005,2022-06-10 21:22:13,2022-06-10 22:12:13,Strength Training,Self-Guided,49,False,Friday,21,50.0,Monsoon,False
CHK-009026,MBR-012009,BR-026,2022-06-10 21:25:41,2022-06-10 21:59:41,Strength Training,Self-Guided,35,False,Friday,21,34.0,Monsoon,False
CHK-009027,MBR-014510,BR-038,2022-06-10 21:38:29,2022-06-10 23:07:29,Strength Training,Self-Guided,85,False,Friday,21,89.0,Monsoon,False
CHK-009028,MBR-013799,BR-039,2022-06-10 21:50:55,2022-06-10 22:41:55,Cardio,Self-Guided,50,False,Friday,21,51.0,Monsoon,False
CHK-009029,MBR-001962,BR-003,2022-06-10 21:59:14,2022-06-10 22:44:14,Cardio,Self-Guided,40,False,Friday,21,45.0,Monsoon,False
CHK-009030,MBR-005142,BR-033,2022-06-10 22:01:51,2022-06-10 22:37:51,Strength Training,Self-Guided,32,False,Friday,22,36.0,Monsoon,False
CHK-009031,MBR-016745,BR-023,2022-06-10 23:28:57,2022-06-11 00:18:57,Personal Training Session,TR-036,50,False,Friday,23,50.0,Monsoon,False
CHK-009032,MBR-002978,BR-018,2022-06-10 23:40:35,2022-06-11 01:05:35,Cardio,Self-Guided,83,False,Friday,23,85.0,Monsoon,False
CHK-009033,MBR-002759,BR-038,2022-06-11 01:45:50,2022-06-11 03:13:50,Cardio,Self-Guided,83,False,Saturday,1,88.0,Monsoon,False
CHK-009034,MBR-013954,BR-033,2022-06-11 03:04:33,2022-06-11 05:02:33,Cardio,Self-Guided,115,False,Saturday,3,118.0,Monsoon,False
CHK-009035,MBR-004009,BR-017,2022-06-11 06:07:30,2022-06-11 06:54:30,Strength Training,Self-Guided,44,False,Saturday,6,47.0,Monsoon,False
CHK-009036,MBR-006505,BR-003,2022-06-11 10:21:26,2022-06-11 11:32:26,Strength Training,Self-Guided,68,False,Saturday,10,71.0,Monsoon,False
CHK-009037,MBR-006126,BR-033,2022-06-11 10:57:57,2022-06-11 12:16:57,Strength Training,Self-Guided,77,False,Saturday,10,79.0,Monsoon,False
CHK-009038,MBR-009192,BR-004,2022-06-11 10:59:31,2022-06-11 11:56:31,Cardio,Self-Guided,54,False,Saturday,10,57.0,Monsoon,False
CHK-009039,MBR-006896,BR-021,2022-06-11 11:53:02,2022-06-11 13:04:02,Group Class,Self-Guided,68,False,Saturday,11,71.0,Monsoon,False
CHK-009040,MBR-013226,BR-011,2022-06-11 12:03:47,2022-06-11 13:30:47,Cardio,Self-Guided,89,False,Saturday,12,87.0,Monsoon,False
CHK-009041,MBR-012820,BR-005,2022-06-11 12:31:41,2022-06-11 13:10:41,Cardio,Self-Guided,34,False,Saturday,12,39.0,Monsoon,False
CHK-009042,MBR-017270,BR-018,2022-06-11 12:39:35,2022-06-11 13:48:35,Cardio,Self-Guided,69,False,Saturday,12,69.0,Monsoon,False
CHK-009043,MBR-015922,BR-005,2022-06-11 12:43:00,2022-06-11 13:37:00,Strength Training,Self-Guided,52,False,Saturday,12,54.0,Monsoon,False
CHK-009044,MBR-000089,BR-018,2022-06-11 12:43:28,2022-06-11 13:55:28,Cardio,Self-Guided,74,False,Saturday,12,72.0,Monsoon,False
CHK-009045,MBR-008659,BR-034,2022-06-11 15:29:36,2022-06-11 16:11:36,Cardio,Self-Guided,42,False,Saturday,15,42.0,Monsoon,False
CHK-009046,MBR-015897,BR-013,2022-06-11 15:44:21,2022-06-11 16:20:21,Group Class,Self-Guided,33,False,Saturday,15,36.0,Monsoon,False
CHK-009047,MBR-000677,BR-034,2022-06-11 17:08:52,2022-06-11 18:02:52,Strength Training,Self-Guided,49,False,Saturday,17,54.0,Monsoon,False
CHK-009048,MBR-004458,BR-004,2022-06-11 17:55:10,2022-06-11 19:03:10,Strength Training,Self-Guided,67,False,Saturday,17,68.0,Monsoon,False
CHK-009049,MBR-017084,BR-013,2022-06-11 18:36:10,2022-06-11 20:22:10,Cardio,Self-Guided,102,False,Saturday,18,106.0,Monsoon,False
CHK-009050,MBR-001055,BR-030,2022-06-11 19:48:38,2022-06-11 20:46:38,Cardio,Self-Guided,53,False,Saturday,19,58.0,Monsoon,False
CHK-009051,MBR-012165,BR-038,2022-06-12 07:48:26,2022-06-12 08:41:26,Group Class,Self-Guided,52,False,Sunday,7,53.0,Monsoon,False
CHK-009052,MBR-016894,BR-035,2022-06-12 11:00:05,,Strength Training,Self-Guided,64,True,Sunday,11,,Monsoon,False
CHK-009053,MBR-011399,BR-005,2022-06-12 17:11:28,2022-06-12 17:55:28,Personal Training Session,TR-044,42,False,Sunday,17,44.0,Monsoon,False
CHK-009054,MBR-016791,BR-018,2022-06-12 18:38:02,2022-06-12 19:36:02,Group Class,Self-Guided,55,False,Sunday,18,58.0,Monsoon,False
CHK-009055,MBR-013536,BR-024,2022-06-12 18:59:43,2022-06-12 20:05:43,Strength Training,Self-Guided,61,False,Sunday,18,66.0,Monsoon,False
CHK-009056,MBR-006745,BR-038,2022-06-12 19:22:02,2022-06-12 20:37:02,Strength Training,Self-Guided,71,False,Sunday,19,75.0,Monsoon,False
CHK-009057,MBR-007098,BR-036,2022-06-12 20:00:04,2022-06-12 20:27:04,Strength Training,Self-Guided,29,False,Sunday,20,27.0,Monsoon,False
CHK-009058,MBR-008147,BR-003,2022-06-12 20:18:43,2022-06-12 22:07:43,Strength Training,Self-Guided,104,False,Sunday,20,109.0,Monsoon,False
CHK-009059,MBR-009965,BR-013,2022-06-13 04:22:42,2022-06-13 05:04:42,Cardio,Self-Guided,46,False,Monday,4,42.0,Monsoon,False
CHK-009060,MBR-003449,BR-039,2022-06-13 05:08:10,2022-06-13 05:59:10,Personal Training Session,TR-031,52,False,Monday,5,51.0,Monsoon,False
CHK-009061,MBR-001618,BR-035,2022-06-13 06:10:08,2022-06-13 07:14:08,Cardio,Self-Guided,59,False,Monday,6,64.0,Monsoon,False
CHK-009062,MBR-004368,BR-009,2022-06-13 06:18:26,2022-06-13 07:15:26,Group Class,Self-Guided,61,False,Monday,6,57.0,Monsoon,False
CHK-009063,MBR-004881,BR-009,2022-06-13 06:39:59,2022-06-13 07:38:59,Group Class,Self-Guided,63,False,Monday,6,59.0,Monsoon,False
CHK-009064,MBR-007799,BR-012,2022-06-13 07:55:23,2022-06-13 08:44:23,Group Class,Self-Guided,46,False,Monday,7,49.0,Monsoon,False
CHK-009065,MBR-004229,BR-022,2022-06-13 08:22:28,2022-06-13 09:33:28,Group Class,Self-Guided,66,False,Monday,8,71.0,Monsoon,False
CHK-009066,MBR-002819,BR-013,2022-06-13 08:41:25,,Cardio,Self-Guided,110,True,Monday,8,,Monsoon,False
CHK-009067,MBR-000905,BR-033,2022-06-13 09:07:27,2022-06-13 10:08:27,Strength Training,Self-Guided,58,False,Monday,9,61.0,Monsoon,False
CHK-009068,MBR-007350,BR-001,2022-06-13 09:33:07,2022-06-13 10:39:07,Personal Training Session,TR-001,62,False,Monday,9,66.0,Monsoon,False
CHK-009069,MBR-011613,BR-026,2022-06-13 09:58:53,2022-06-13 11:21:53,Cardio,Self-Guided,78,False,Monday,9,83.0,Monsoon,False
CHK-009070,MBR-015073,BR-028,2022-06-13 10:28:26,,Personal Training Session,TR-029,58,True,Monday,10,,Monsoon,False
CHK-009071,MBR-012984,BR-026,2022-06-13 10:40:10,2022-06-13 11:51:10,Group Class,Self-Guided,74,False,Monday,10,71.0,Monsoon,False
CHK-009072,MBR-011910,BR-034,2022-06-13 10:55:28,,Personal Training Session,TR-021,69,True,Monday,10,,Monsoon,False
CHK-009073,MBR-004191,BR-038,2022-06-13 11:18:54,2022-06-13 12:41:54,Personal Training Session,TR-020,84,False,Monday,11,83.0,Monsoon,False
CHK-009074,MBR-015751,BR-016,2022-06-13 11:22:36,2022-06-13 12:15:36,Personal Training Session,TR-036,55,False,Monday,11,53.0,Monsoon,False
CHK-009075,MBR-016183,BR-030,2022-06-13 13:03:53,2022-06-13 14:07:53,Group Class,Self-Guided,61,False,Monday,13,64.0,Monsoon,False
CHK-009076,MBR-007969,BR-023,2022-06-13 13:54:52,2022-06-13 15:44:52,Cardio,Self-Guided,109,False,Monday,13,110.0,Monsoon,False
CHK-009077,MBR-015651,BR-002,2022-06-13 18:54:15,2022-06-13 20:10:15,Strength Training,Self-Guided,77,False,Monday,18,76.0,Monsoon,False
CHK-009078,MBR-009347,BR-007,2022-06-13 19:19:08,2022-06-13 20:02:08,Group Class,Self-Guided,44,False,Monday,19,43.0,Monsoon,False
CHK-009079,MBR-014965,BR-039,2022-06-13 19:41:11,,Cardio,Self-Guided,70,True,Monday,19,,Monsoon,False
CHK-009080,MBR-001530,BR-005,2022-06-13 19:42:38,2022-06-13 20:46:38,Group Class,Self-Guided,68,False,Monday,19,64.0,Monsoon,False
CHK-009081,MBR-006565,BR-018,2022-06-13 19:49:43,2022-06-13 21:27:43,Strength Training,Self-Guided,97,False,Monday,19,98.0,Monsoon,False
CHK-009082,MBR-003103,BR-007,2022-06-13 20:01:56,2022-06-13 20:39:56,Strength Training,Self-Guided,37,False,Monday,20,38.0,Monsoon,False
CHK-009083,MBR-010482,BR-029,2022-06-13 20:57:37,2022-06-13 22:38:37,Cardio,Self-Guided,105,False,Monday,20,101.0,Monsoon,False
CHK-009084,MBR-014864,BR-017,2022-06-13 22:51:55,2022-06-13 23:24:55,Group Class,Self-Guided,28,False,Monday,22,33.0,Monsoon,False
CHK-009085,MBR-012325,BR-010,2022-06-13 23:06:17,2022-06-14 00:06:17,Strength Training,Self-Guided,59,False,Monday,23,60.0,Monsoon,False
CHK-009086,MBR-002787,BR-002,2022-06-14 00:20:52,2022-06-14 01:30:52,Cardio,Self-Guided,66,False,Tuesday,0,70.0,Monsoon,False
CHK-009087,MBR-016485,BR-033,2022-06-14 00:38:48,2022-06-14 01:48:48,Cardio,Self-Guided,69,False,Tuesday,0,70.0,Monsoon,False
CHK-009088,MBR-011681,BR-035,2022-06-14 05:02:15,2022-06-14 05:51:15,Cardio,Self-Guided,46,False,Tuesday,5,49.0,Monsoon,False
CHK-009089,MBR-005784,BR-036,2022-06-14 05:24:09,2022-06-14 06:11:09,Strength Training,Self-Guided,43,False,Tuesday,5,47.0,Monsoon,False
CHK-009090,MBR-000283,BR-017,2022-06-14 06:38:29,2022-06-14 07:40:29,Strength Training,Self-Guided,63,False,Tuesday,6,62.0,Monsoon,False
CHK-009091,MBR-005013,BR-022,2022-06-14 07:09:27,2022-06-14 08:21:27,Personal Training Session,TR-014,71,False,Tuesday,7,72.0,Monsoon,False
CHK-009092,MBR-000384,BR-038,2022-06-14 08:12:56,2022-06-14 09:17:56,Strength Training,Self-Guided,62,False,Tuesday,8,65.0,Monsoon,False
CHK-009093,MBR-013858,BR-002,2022-06-14 08:24:26,2022-06-14 08:59:26,Cardio,Self-Guided,35,False,Tuesday,8,35.0,Monsoon,False
CHK-009094,MBR-001548,BR-034,2022-06-14 08:31:24,2022-06-14 09:51:24,Cardio,Self-Guided,77,False,Tuesday,8,80.0,Monsoon,False
CHK-009095,MBR-012329,BR-024,2022-06-14 08:47:27,2022-06-14 09:49:27,Group Class,Self-Guided,58,False,Tuesday,8,62.0,Monsoon,False
CHK-009096,MBR-014377,BR-007,2022-06-14 08:50:53,2022-06-14 09:59:53,Cardio,Self-Guided,71,False,Tuesday,8,69.0,Monsoon,False
CHK-009097,MBR-003389,BR-017,2022-06-14 09:22:42,,Cardio,Self-Guided,46,True,Tuesday,9,,Monsoon,False
CHK-009098,MBR-015144,BR-026,2022-06-14 09:53:54,2022-06-14 10:41:54,Strength Training,Self-Guided,51,False,Tuesday,9,48.0,Monsoon,False
CHK-009099,MBR-004285,BR-033,2022-06-14 10:31:36,2022-06-14 12:22:36,Strength Training,Self-Guided,110,False,Tuesday,10,111.0,Monsoon,False
CHK-009100,MBR-015384,BR-011,2022-06-14 12:31:02,2022-06-14 13:15:02,Cardio,Self-Guided,40,False,Tuesday,12,44.0,Monsoon,False
CHK-009101,MBR-003152,BR-031,2022-06-14 15:02:15,2022-06-14 15:53:15,Cardio,Self-Guided,54,False,Tuesday,15,51.0,Monsoon,False
CHK-009102,MBR-013100,BR-016,2022-06-14 15:14:40,2022-06-14 15:58:40,Strength Training,Self-Guided,41,False,Tuesday,15,44.0,Monsoon,False
CHK-009103,MBR-000132,BR-038,2022-06-14 15:31:18,2022-06-14 16:55:18,Group Class,Self-Guided,80,False,Tuesday,15,84.0,Monsoon,False
CHK-009104,MBR-017395,BR-039,2022-06-14 15:44:01,2022-06-14 16:24:01,Cardio,Self-Guided,39,False,Tuesday,15,40.0,Monsoon,False
CHK-009105,MBR-000962,BR-038,2022-06-14 15:54:46,2022-06-14 17:25:46,Cardio,Self-Guided,87,False,Tuesday,15,91.0,Monsoon,False
CHK-009106,MBR-001128,BR-033,2022-06-14 16:19:47,,Cardio,Self-Guided,43,True,Tuesday,16,,Monsoon,False
CHK-009107,MBR-016668,BR-011,2022-06-14 16:28:32,2022-06-14 18:02:32,Cardio,Self-Guided,94,False,Tuesday,16,94.0,Monsoon,False
CHK-009108,MBR-000896,BR-018,2022-06-14 16:43:40,2022-06-14 17:45:40,Cardio,Self-Guided,59,False,Tuesday,16,62.0,Monsoon,False
CHK-009109,MBR-009789,BR-029,2022-06-14 18:08:44,,Cardio,Self-Guided,70,True,Tuesday,18,,Monsoon,False
CHK-009110,MBR-002028,BR-017,2022-06-14 18:25:50,2022-06-14 19:25:50,Personal Training Session,TR-045,60,False,Tuesday,18,60.0,Monsoon,False
CHK-009111,MBR-003599,BR-025,2022-06-14 18:44:23,2022-06-14 20:17:23,Cardio,Self-Guided,93,False,Tuesday,18,93.0,Monsoon,False
CHK-009112,MBR-015136,BR-038,2022-06-14 19:16:49,2022-06-14 20:01:49,Group Class,Self-Guided,49,False,Tuesday,19,45.0,Monsoon,False
CHK-009113,MBR-003834,BR-011,2022-06-14 20:00:08,2022-06-14 20:40:08,Group Class,Self-Guided,41,False,Tuesday,20,40.0,Monsoon,False
CHK-009114,MBR-002193,BR-017,2022-06-14 20:18:58,2022-06-14 21:04:58,Strength Training,Self-Guided,44,False,Tuesday,20,46.0,Monsoon,False
CHK-009115,MBR-008674,BR-013,2022-06-14 20:29:48,2022-06-14 21:54:48,Cardio,Self-Guided,84,False,Tuesday,20,85.0,Monsoon,False
CHK-009116,MBR-010576,BR-039,2022-06-14 20:54:52,2022-06-14 22:22:52,Cardio,Self-Guided,87,False,Tuesday,20,88.0,Monsoon,False
CHK-009117,MBR-013857,BR-012,2022-06-14 21:50:28,2022-06-14 22:47:28,Group Class,Self-Guided,61,False,Tuesday,21,57.0,Monsoon,False
CHK-009118,MBR-017003,BR-025,2022-06-14 22:30:53,2022-06-14 23:48:53,Personal Training Session,TR-015,78,False,Tuesday,22,78.0,Monsoon,False
CHK-009119,MBR-016745,BR-023,2022-06-14 22:35:52,2022-06-14 23:49:52,Personal Training Session,TR-001,76,False,Tuesday,22,74.0,Monsoon,False
CHK-009120,MBR-010948,BR-027,2022-06-14 22:57:48,2022-06-14 23:54:48,Group Class,Self-Guided,58,False,Tuesday,22,57.0,Monsoon,False
CHK-009121,MBR-007739,BR-033,2022-06-14 23:12:59,2022-06-15 00:16:59,Strength Training,Self-Guided,64,False,Tuesday,23,64.0,Monsoon,False
CHK-009122,MBR-000731,BR-020,2022-06-15 03:37:08,2022-06-15 04:52:08,Cardio,Self-Guided,71,False,Wednesday,3,75.0,Monsoon,False
CHK-009123,MBR-016210,BR-018,2022-06-15 04:08:18,,Cardio,Self-Guided,67,True,Wednesday,4,,Monsoon,False
CHK-009124,MBR-007221,BR-018,2022-06-15 04:19:09,2022-06-15 05:01:09,Strength Training,Self-Guided,38,False,Wednesday,4,42.0,Monsoon,False
CHK-009125,MBR-010130,BR-038,2022-06-15 06:12:55,2022-06-15 06:49:55,Strength Training,Self-Guided,41,False,Wednesday,6,37.0,Monsoon,False
CHK-009126,MBR-016210,BR-018,2022-06-15 06:16:28,2022-06-15 07:31:28,Cardio,Self-Guided,78,False,Wednesday,6,75.0,Monsoon,False
CHK-009127,MBR-007783,BR-036,2022-06-15 06:20:39,2022-06-15 07:37:39,Cardio,Self-Guided,77,False,Wednesday,6,77.0,Monsoon,False
CHK-009128,MBR-016803,BR-024,2022-06-15 06:40:06,2022-06-15 08:04:06,Group Class,Self-Guided,85,False,Wednesday,6,84.0,Monsoon,False
CHK-009129,MBR-015500,BR-017,2022-06-15 07:36:25,,Personal Training Session,TR-004,41,True,Wednesday,7,,Monsoon,False
CHK-009130,MBR-005772,BR-034,2022-06-15 08:20:24,2022-06-15 09:24:24,Personal Training Session,TR-038,66,False,Wednesday,8,64.0,Monsoon,False
CHK-009131,MBR-013781,BR-020,2022-06-15 08:37:39,2022-06-15 09:26:39,Personal Training Session,TR-018,49,False,Wednesday,8,49.0,Monsoon,False
CHK-009132,MBR-006530,BR-003,2022-06-15 10:31:57,2022-06-15 11:14:57,Strength Training,Self-Guided,47,False,Wednesday,10,43.0,Monsoon,False
