renewal_id,member_id,plan_type,billing_cycle_start,billing_cycle_end,amount_paid_inr,payment_method,discount_applied,discount_pct,renewal_status,days_before_expiry_renewed,renewal_channel,corporate_tie_up_flag
REN-029062,MBR-011276,Monthly,2021-12-23,2022-01-22,3240,UPI,False,0,Renewed,0,App,False
REN-027158,MBR-010540,Quarterly,2024-09-17,2024-12-17,13420,UPI,True,10,Renewed,20,App,False
REN-038908,MBR-015095,Quarterly,2025-04-22,2025-07-22,6400,UPI,True,5,Lapsed,-13,Front Desk,False
REN-035140,MBR-013657,Monthly,2024-01-12,2024-02-11,1330,Credit Card,False,0,Lapsed,15,App,False
REN-006019,MBR-002376,Monthly,2021-06-08,2021-07-08,3000,Credit Card,True,15,Renewed,7,App,True
REN-044274,MBR-017149,Monthly,2023-03-12,2023-04-11,3660,Net Banking,False,0,Renewed,-4,Phone Call from Staff,False
REN-021103,MBR-008207,Monthly,2025-06-09,2025-07-09,1020,UPI,False,0,Lapsed,9,Phone Call from Staff,False
REN-041034,MBR-015893,Monthly,2022-11-17,2022-12-17,2950,UPI,False,0,Renewed,-2,App,False
REN-000373,MBR-000140,Half-Yearly,2026-03-24,2026-09-22,14280,Debit Card,True,5,Renewed,4,Front Desk,False
REN-008983,MBR-003492,Monthly,2023-03-19,2023-04-18,6440,UPI,False,0,Renewed,0,App,True
REN-039401,MBR-015295,Monthly,2023-07-24,2023-08-23,4780,Cash,False,0,Renewed,4,App,False
REN-009267,MBR-003595,Monthly,2024-04-11,2024-05-11,3440,Debit Card,True,25,Renewed,10,App,True
REN-034944,MBR-013579,Monthly,2024-02-28,2024-03-29,940,Debit Card,True,20,Renewed,11,App,True
REN-017740,MBR-006894,Annual,2024-10-06,2025-10-06,31820,UPI,True,5,Auto-Renew Failed,-6,App,True
REN-042544,MBR-016497,Quarterly,2021-12-25,2022-03-26,6960,UPI,False,0,Renewed,6,Phone Call from Staff,False
REN-019228,MBR-007452,Monthly,2022-12-22,2023-01-21,5860,Debit Card,False,0,Renewed,6,App,False
REN-038171,MBR-014805,Monthly,2024-10-23,2024-11-22,2160,UPI,False,0,Downgraded,5,App,False
REN-018162,MBR-007055,Monthly,2025-05-11,2025-06-10,2710,UPI,False,0,Renewed,9,App,False
REN-001684,MBR-000682,Quarterly,2025-03-16,2025-06-15,8040,UPI,False,0,Renewed,1,Front Desk,False
REN-011536,MBR-004431,Monthly,2024-11-24,2024-12-24,3530,UPI,True,5,Renewed,4,Front Desk,False
REN-011970,MBR-004601,Quarterly,2021-01-14,2021-04-15,9680,Debit Card,True,5,Renewed,-6,App,True
REN-002229,MBR-000871,Monthly,2021-07-26,2021-08-25,5410,UPI,True,20,Renewed,6,App,True
REN-023141,MBR-009012,Quarterly,2024-01-21,2024-04-21,10590,Net Banking,False,0,Renewed,7,Front Desk,False
REN-023832,MBR-009270,Monthly,2024-11-16,2024-12-16,4850,UPI,False,0,Renewed,22,Front Desk,False
REN-007850,MBR-003047,Quarterly,2024-12-18,2025-03-19,15560,Cash,False,0,Renewed,0,App,False
REN-008546,MBR-003311,Monthly,2022-03-23,2022-04-22,3950,UPI,False,0,Lapsed,-4,Phone Call from Staff,False
REN-014538,MBR-005617,Monthly,2025-08-08,2025-09-07,3440,Cash,False,0,Renewed,2,Front Desk,False
REN-013885,MBR-005368,Quarterly,2022-10-28,2023-01-27,7290,UPI,False,0,Renewed,14,Front Desk,False
REN-005246,MBR-002081,Monthly,2023-02-08,2023-03-03,1730,Cash,False,0,Auto-Renew Failed,0,App,False
REN-010634,MBR-004127,Monthly,2024-01-08,2024-02-07,2300,Net Banking,False,0,Renewed,20,Front Desk,True
REN-006338,MBR-002491,Quarterly,2025-12-20,2026-03-21,12810,Net Banking,False,0,Renewed,-6,Phone Call from Staff,False
REN-043529,MBR-016863,Half-Yearly,2024-11-23,2025-05-24,6620,Cash,True,5,Auto-Renew Failed,6,App,False
REN-017543,MBR-006815,Quarterly,2025-09-30,2025-12-30,12290,Credit Card,False,0,Renewed,1,App,False
REN-034385,MBR-013382,Half-Yearly,2024-06-12,2024-12-11,15720,UPI,False,0,Downgraded,6,App,True
REN-005755,MBR-002278,Quarterly,2024-09-09,2024-12-09,13560,Net Banking,False,0,Auto-Renew Failed,-5,App,False
REN-024584,MBR-009556,Monthly,2023-08-04,2023-09-03,790,Credit Card,False,0,Renewed,11,Front Desk,False
REN-006605,MBR-002591,Quarterly,2025-04-06,2025-07-06,15130,UPI,True,10,Renewed,7,Front Desk,False
REN-034675,MBR-013479,Monthly,2023-03-17,2023-04-16,1120,Credit Card,False,0,Renewed,2,App,False
REN-020886,MBR-008133,Annual,2025-08-20,2026-08-20,16570,UPI,False,0,Renewed,8,Front Desk,False
REN-027725,MBR-010740,Monthly,2024-06-03,2024-07-03,1530,Debit Card,False,0,Renewed,-3,App,True
REN-039239,MBR-015226,Monthly,2023-07-13,2023-08-12,9610,Debit Card,False,0,Renewed,10,App,False
REN-041388,MBR-016036,Monthly,2025-02-06,2025-03-08,1410,UPI,False,0,Lapsed,3,Front Desk,False
REN-008020,MBR-003105,Quarterly,2024-12-07,2025-03-08,17980,Debit Card,False,0,Renewed,2,App,False
REN-021384,MBR-008313,Monthly,2023-08-04,2023-09-03,3280,Debit Card,False,0,Lapsed,17,App,False
REN-040093,MBR-015546,Monthly,2024-04-19,2024-05-19,1510,Debit Card,False,0,Renewed,1,App,False
REN-000258,MBR-000095,Monthly,2021-06-25,2021-07-25,4220,UPI,False,0,Renewed,-2,App,False
REN-039868,MBR-015461,Half-Yearly,2023-11-07,2024-05-07,12480,UPI,True,15,Renewed,2,App,False
REN-042289,MBR-016394,Monthly,2024-02-27,2024-03-28,4770,Debit Card,False,0,Downgraded,2,App,True
REN-002719,MBR-001056,Half-Yearly,2024-08-15,2025-02-13,34090,UPI,False,0,Lapsed,-3,App,True
REN-002112,MBR-000843,Quarterly,2023-10-15,2024-01-14,23970,UPI,False,0,Renewed,3,App,False
REN-027468,MBR-010652,Quarterly,2023-12-29,2024-03-29,13640,UPI,False,0,Renewed,0,App,False
REN-012033,MBR-004626,Monthly,2024-10-02,2024-11-01,4620,UPI,False,0,Lapsed,6,App,False
REN-023503,MBR-009135,Monthly,2026-05-28,2026-06-27,2510,Net Banking,False,0,Renewed,-1,Front Desk,False
REN-016639,MBR-006449,Monthly,2024-02-04,2024-03-05,1240,UPI,True,5,Renewed,9,Front Desk,False
REN-009023,MBR-003502,Monthly,2023-01-17,2023-02-16,5070,Credit Card,False,0,Renewed,5,App,False
REN-033538,MBR-013041,Quarterly,2025-03-27,2025-06-26,11990,UPI,False,0,Renewed,10,App,False
REN-039402,MBR-015296,Quarterly,2022-02-28,2022-05-30,7770,Credit Card,False,0,Renewed,12,Front Desk,True
REN-009124,MBR-003541,Monthly,2025-04-07,2025-05-07,3150,Cash,False,0,Renewed,0,Phone Call from Staff,False
REN-019550,MBR-007582,Half-Yearly,2025-05-26,2025-11-24,12880,Net Banking,False,0,Renewed,11,App,True
REN-021700,MBR-008444,Monthly,2025-10-20,2025-11-19,1920,Net Banking,True,25,Renewed,0,App,False
REN-031425,MBR-012219,Quarterly,2025-12-06,2026-03-07,5930,UPI,False,0,Renewed,0,Front Desk,True
REN-018508,MBR-007191,Half-Yearly,2021-05-01,2021-10-30,30170,Net Banking,False,0,Renewed,11,Front Desk,False
REN-034642,MBR-013466,Monthly,2025-01-25,2025-02-24,6870,UPI,False,0,Renewed,12,Front Desk,False
REN-015034,MBR-005795,Quarterly,2025-02-01,2025-05-03,11170,Credit Card,False,0,Renewed,16,App,False
REN-033001,MBR-012824,Monthly,2025-12-20,2026-01-19,1450,Debit Card,False,0,Renewed,2,Phone Call from Staff,True
REN-044866,MBR-017410,Monthly,2022-02-13,2022-03-15,1140,Credit Card,False,0,Downgraded,-9,Front Desk,False
REN-027483,MBR-010659,Half-Yearly,2026-02-16,2026-08-17,19350,UPI,False,0,Renewed,4,Phone Call from Staff,True
REN-012253,MBR-004715,Monthly,2021-12-16,2022-01-15,2160,UPI,True,15,Renewed,0,App,True
REN-030709,MBR-011932,Monthly,2024-05-26,2024-06-25,6680,Credit Card,True,5,Renewed,5,Front Desk,True
REN-026451,MBR-010259,Monthly,2024-10-19,2024-11-18,1930,Debit Card,True,10,Renewed,2,App,False
REN-002524,MBR-000986,Monthly,2026-07-05,2026-08-04,2110,UPI,True,5,Renewed,3,App,True
REN-022509,MBR-008777,Quarterly,2023-01-13,2023-04-14,9420,UPI,False,0,Renewed,3,App,True
REN-031396,MBR-012208,Monthly,2022-05-06,2022-06-05,2410,UPI,True,10,Renewed,0,Front Desk,False
REN-004877,MBR-001925,Quarterly,2026-01-01,2026-04-02,19060,UPI,False,0,Renewed,4,Front Desk,False
REN-033160,MBR-012880,Monthly,2022-02-04,2022-03-06,8530,Credit Card,False,0,Renewed,3,App,False
REN-029467,MBR-011445,Quarterly,2023-10-03,2024-01-02,12400,Cash,True,5,Auto-Renew Failed,2,App,False
REN-022011,MBR-008560,Quarterly,2025-12-12,2026-03-13,12600,UPI,True,5,Renewed,5,Front Desk,False
REN-027096,MBR-010513,Monthly,2022-02-28,2022-03-30,5560,UPI,False,0,Renewed,2,Front Desk,False
REN-032153,MBR-012486,Quarterly,2022-04-15,2022-07-15,12590,Debit Card,False,0,Renewed,0,App,False
REN-034180,MBR-013302,Monthly,2022-04-05,2022-05-05,2380,UPI,False,0,Renewed,2,App,False
REN-009976,MBR-003872,Quarterly,2022-01-14,2022-04-15,4010,UPI,False,0,Renewed,6,App,False
REN-033554,MBR-013048,Monthly,2025-10-10,2025-11-09,5830,Credit Card,True,15,Renewed,2,App,True
REN-008012,MBR-003103,Half-Yearly,2023-01-26,2023-07-27,36470,UPI,True,10,Downgraded,1,Front Desk,True
REN-000469,MBR-000181,Quarterly,2025-03-19,2025-06-18,9670,Credit Card,True,15,Renewed,5,Phone Call from Staff,False
REN-038100,MBR-014777,Monthly,2024-10-21,2024-11-20,1760,UPI,False,0,Renewed,9,App,False
REN-030995,MBR-012048,Monthly,2025-07-02,2025-08-01,3460,UPI,False,0,Renewed,3,Phone Call from Staff,False
REN-034686,MBR-013479,Monthly,2025-10-08,2025-11-07,1890,UPI,True,5,Renewed,-1,Front Desk,False
REN-029540,MBR-011484,Quarterly,2022-10-19,2023-01-18,4820,Net Banking,True,15,Renewed,5,App,False
REN-018003,MBR-006995,Monthly,2024-12-11,2025-01-10,5720,UPI,False,0,Renewed,7,App,False
REN-014812,MBR-005722,Monthly,2023-09-05,2023-10-05,5680,Credit Card,False,0,Renewed,0,App,False
REN-020909,MBR-008140,Monthly,2022-03-02,2022-04-01,1860,UPI,False,0,Renewed,6,Front Desk,False
REN-010037,MBR-003896,Monthly,2022-04-17,2022-05-17,8260,UPI,False,0,Lapsed,6,Phone Call from Staff,True
REN-018466,MBR-007176,Monthly,2021-04-27,2021-05-27,3020,Credit Card,True,30,Renewed,2,App,True
REN-040913,MBR-015849,Quarterly,2024-06-05,2024-09-04,9840,UPI,False,0,Renewed,10,App,True
REN-043970,MBR-017029,Half-Yearly,2023-07-18,2024-01-16,42740,Credit Card,False,0,Renewed,6,App,False
REN-036426,MBR-014142,Annual,2023-08-09,2024-08-08,27960,Credit Card,False,0,Renewed,11,App,False
REN-024782,MBR-009643,Monthly,2025-08-12,2025-09-11,1100,UPI,False,0,Renewed,-2,App,False
REN-025429,MBR-009877,Monthly,2023-01-11,2023-02-10,2840,Debit Card,True,5,Renewed,10,Front Desk,False
REN-023037,MBR-008977,Monthly,2022-09-19,2022-10-19,3620,Credit Card,False,0,Renewed,21,Front Desk,True
REN-021383,MBR-008313,Monthly,2023-07-05,2023-08-04,5390,UPI,False,0,Renewed,-15,App,False
REN-012502,MBR-004831,Monthly,2023-06-11,2023-07-11,5680,Credit Card,False,0,Renewed,1,App,True
REN-029814,MBR-011575,Monthly,2023-05-03,2023-06-02,1630,UPI,False,0,Renewed,-2,Phone Call from Staff,True
REN-007569,MBR-002940,Monthly,2025-03-19,2025-04-18,5610,Debit Card,False,0,Renewed,-6,App,False
REN-044725,MBR-017355,Half-Yearly,2025-06-28,2025-12-27,40300,UPI,False,0,Renewed,-8,App,False
REN-041019,MBR-015890,Monthly,2025-07-08,2025-08-07,3670,UPI,False,0,Renewed,15,App,True
REN-009490,MBR-003674,Quarterly,2024-12-25,2025-03-26,10160,UPI,False,0,Upgraded,-1,App,False
REN-043170,MBR-016733,Quarterly,2025-07-29,2025-10-28,15450,Debit Card,False,0,Renewed,1,Front Desk,False
REN-040902,MBR-015844,Quarterly,2024-07-23,2024-10-22,21330,Debit Card,False,0,Renewed,4,Front Desk,True
REN-032822,MBR-012762,Monthly,2022-11-21,2022-12-21,5310,Debit Card,False,0,Renewed,-6,App,False
REN-007790,MBR-003021,Monthly,2024-02-28,2024-03-29,3540,UPI,False,0,Renewed,0,Front Desk,True
REN-010328,MBR-004011,Quarterly,2024-08-10,2024-11-09,6970,Debit Card,False,0,Upgraded,13,Front Desk,True
REN-043562,MBR-016876,Monthly,2022-07-03,2022-08-02,3410,Debit Card,False,0,Auto-Renew Failed,8,Front Desk,False
REN-032222,MBR-012512,Monthly,2024-10-06,2024-11-05,5100,UPI,True,30,Renewed,1,App,False
REN-015316,MBR-005918,Annual,2022-02-23,2023-02-23,67060,UPI,False,0,Upgraded,5,App,False
REN-006993,MBR-002736,Monthly,2025-03-14,2025-04-13,4850,UPI,False,0,Renewed,-1,App,False
REN-028678,MBR-011123,Monthly,2025-02-20,2025-03-22,3430,UPI,False,0,Downgraded,9,App,False
REN-032503,MBR-012633,Monthly,2022-10-16,2022-11-15,3910,UPI,True,10,Downgraded,6,Front Desk,True
REN-022960,MBR-008942,Monthly,2023-12-14,2024-01-13,1680,Net Banking,False,0,Lapsed,9,App,False
REN-016076,MBR-006220,Monthly,2025-02-18,2025-03-20,1560,UPI,False,0,Renewed,-8,App,False
REN-018479,MBR-007181,Monthly,2025-09-08,2025-10-08,4330,UPI,False,0,Lapsed,-3,Front Desk,False
REN-020670,MBR-008035,Monthly,2021-06-09,2021-07-09,4390,Cash,False,0,Renewed,0,App,False
REN-029879,MBR-011589,Monthly,2021-02-18,2021-03-20,5970,UPI,False,0,Renewed,3,Front Desk,False
REN-002652,MBR-001030,Monthly,2025-07-20,2025-08-19,5580,UPI,False,0,Renewed,11,App,False
REN-011313,MBR-004347,Monthly,2023-09-25,2023-10-25,4930,UPI,False,0,Lapsed,-9,Front Desk,False
REN-009789,MBR-003801,Monthly,2024-06-27,2024-07-27,3750,Debit Card,True,5,Renewed,13,Front Desk,False
REN-042374,MBR-016427,Monthly,2021-10-09,2021-11-08,1390,Debit Card,True,5,Downgraded,9,App,False
REN-017610,MBR-006839,Half-Yearly,2023-02-28,2023-08-29,10270,UPI,False,0,Renewed,7,App,False
REN-025636,MBR-009967,Monthly,2026-06-24,2026-07-24,5190,UPI,False,0,Renewed,1,Front Desk,True
REN-035230,MBR-013695,Monthly,2024-06-08,2024-07-08,3570,UPI,True,10,Auto-Renew Failed,3,App,False
REN-034689,MBR-013480,Monthly,2024-10-02,2024-11-01,3260,UPI,False,0,Renewed,-7,App,False
REN-025103,MBR-009765,Half-Yearly,2023-10-21,2024-04-20,45120,Net Banking,False,0,Upgraded,1,App,False
REN-010272,MBR-003990,Quarterly,2024-02-07,2024-05-08,11960,Cash,False,0,Auto-Renew Failed,-5,App,False
REN-025757,MBR-010011,Half-Yearly,2024-01-15,2024-07-15,11060,UPI,False,0,Upgraded,0,Front Desk,False
REN-034962,MBR-013589,Monthly,2022-01-10,2022-02-09,2580,UPI,False,0,Renewed,-5,App,False
REN-015031,MBR-005794,Monthly,2025-07-19,2025-08-18,3220,UPI,True,5,Renewed,0,App,False
REN-037866,MBR-014674,Monthly,2023-12-05,2024-01-04,4820,Debit Card,False,0,Renewed,0,Phone Call from Staff,False
REN-003676,MBR-001445,Monthly,2021-02-25,2021-03-27,3030,UPI,True,40,Downgraded,13,App,False
REN-029409,MBR-011414,Monthly,2026-05-21,2026-06-20,4120,Net Banking,True,15,Renewed,13,Phone Call from Staff,True
REN-033318,MBR-012939,Monthly,2022-04-07,2022-05-07,2820,UPI,False,0,Renewed,-2,App,False
REN-022539,MBR-008789,Monthly,2024-01-06,2024-02-05,3180,Credit Card,True,15,Renewed,13,App,False
REN-013784,MBR-005332,Monthly,2022-12-26,2023-01-25,4040,Debit Card,False,0,Renewed,2,Front Desk,False
REN-037772,MBR-014639,Monthly,2025-02-11,2025-03-13,8200,UPI,True,15,Renewed,-9,App,True
REN-016075,MBR-006219,Quarterly,2021-12-12,2022-03-13,5080,Credit Card,True,10,Renewed,12,App,False
REN-006032,MBR-002381,Monthly,2021-09-09,2021-10-09,2640,UPI,False,0,Renewed,3,App,False
REN-007524,MBR-002921,Monthly,2025-07-17,2025-08-16,3250,Credit Card,False,0,Lapsed,-2,App,False
REN-023509,MBR-009140,Quarterly,2025-04-15,2025-07-15,3820,UPI,False,0,Renewed,6,App,False
REN-003278,MBR-001267,Monthly,2023-10-14,2023-11-13,1760,Debit Card,False,0,Renewed,-1,Front Desk,False
REN-018483,MBR-007183,Monthly,2023-09-14,2023-10-14,3150,Cash,False,0,Lapsed,11,App,False
REN-037338,MBR-014481,Monthly,2021-02-03,2021-03-05,8140,Debit Card,False,0,Renewed,-6,App,False
REN-023034,MBR-008974,Monthly,2025-01-24,2025-02-23,6560,UPI,False,0,Downgraded,11,App,False
REN-000660,MBR-000239,Quarterly,2022-03-19,2022-06-18,12930,UPI,True,15,Renewed,5,Front Desk,False
REN-035055,MBR-013620,Monthly,2024-08-28,2024-09-27,2580,UPI,True,20,Renewed,-3,App,True
REN-012429,MBR-004797,Annual,2025-10-31,2026-10-31,48180,Credit Card,False,0,Lapsed,0,App,False
REN-033916,MBR-013197,Monthly,2023-09-25,2023-10-25,7010,UPI,False,0,Renewed,-7,Front Desk,False
REN-028693,MBR-011128,Monthly,2024-02-25,2024-03-26,7440,UPI,False,0,Downgraded,-1,Phone Call from Staff,True
REN-042974,MBR-016651,Monthly,2025-08-13,2025-09-12,2270,Net Banking,False,0,Renewed,10,App,False
REN-010057,MBR-003903,Monthly,2022-10-17,2022-11-16,5670,Cash,True,20,Renewed,12,Front Desk,False
REN-037118,MBR-014393,Monthly,2022-04-09,2022-05-09,5580,Debit Card,True,20,Renewed,5,Phone Call from Staff,True
REN-034393,MBR-013383,Monthly,2024-03-13,2024-04-12,2440,UPI,False,0,Renewed,1,App,False
REN-011196,MBR-004310,Annual,2023-01-25,2024-01-25,39150,UPI,True,10,Renewed,7,Phone Call from Staff,True
REN-006853,MBR-002676,Monthly,2022-12-22,2023-01-21,5210,Credit Card,False,0,Renewed,11,App,True
REN-034976,MBR-013596,Monthly,2021-10-26,2021-11-25,4110,Credit Card,True,15,Renewed,19,Front Desk,False
REN-028127,MBR-010901,Monthly,2024-02-12,2024-03-13,4620,Credit Card,False,0,Renewed,11,App,True
REN-029928,MBR-011610,Quarterly,2025-08-02,2025-11-01,11710,UPI,False,0,Lapsed,5,App,False
REN-002830,MBR-001102,Monthly,2025-06-19,2025-07-19,2720,UPI,True,20,Renewed,11,App,False
REN-035327,MBR-013734,Annual,2025-01-10,2026-01-10,34660,Credit Card,False,0,Renewed,5,App,False
REN-015411,MBR-005956,Monthly,2024-02-29,2024-03-30,3350,Credit Card,False,0,Renewed,4,App,False
REN-030467,MBR-011834,Monthly,2026-02-02,2026-03-04,3630,UPI,False,0,Renewed,-6,App,True
REN-001728,MBR-000698,Monthly,2024-08-08,2024-09-07,5020,Net Banking,False,0,Renewed,5,App,False
REN-027459,MBR-010648,Monthly,2022-01-10,2022-02-09,3210,Credit Card,True,10,Renewed,0,Front Desk,True
REN-014203,MBR-005485,Quarterly,2022-08-17,2022-11-16,15730,UPI,False,0,Renewed,-1,App,True
REN-021057,MBR-008189,Half-Yearly,2023-11-24,2024-05-24,12080,UPI,True,10,Renewed,7,App,False
REN-018973,MBR-007355,Monthly,2022-12-13,2023-01-12,4560,Net Banking,False,0,Downgraded,0,Front Desk,False
REN-029162,MBR-011317,Monthly,2021-06-07,2021-06-27,2500,UPI,False,0,Auto-Renew Failed,-1,Front Desk,False
REN-008913,MBR-003465,Monthly,2023-01-19,2023-02-18,2920,UPI,True,10,Renewed,0,Phone Call from Staff,False
REN-016186,MBR-006259,Monthly,2025-02-22,2025-03-24,2350,UPI,True,25,Renewed,-9,App,False
REN-013090,MBR-005061,Quarterly,2022-07-26,2022-10-25,8140,UPI,True,25,Renewed,3,App,False
REN-022692,MBR-008841,Quarterly,2023-09-10,2023-12-10,16750,Debit Card,False,0,Renewed,5,App,False
REN-025447,MBR-009883,Quarterly,2022-05-10,2022-08-09,15180,UPI,True,5,Renewed,7,App,False
REN-037029,MBR-014361,Monthly,2024-04-16,2024-05-16,4940,UPI,False,0,Auto-Renew Failed,2,App,False
REN-021063,MBR-008190,Quarterly,2026-02-06,2026-05-08,6560,Debit Card,False,0,Renewed,5,App,False
REN-042473,MBR-016466,Annual,2022-08-29,2023-08-29,40230,UPI,False,0,Upgraded,0,Front Desk,True
REN-008053,MBR-003120,Quarterly,2025-05-03,2025-08-02,3890,Debit Card,False,0,Renewed,4,App,True
REN-010292,MBR-003997,Quarterly,2025-08-01,2025-10-31,18660,Credit Card,False,0,Renewed,8,App,False
REN-005727,MBR-002269,Half-Yearly,2023-11-29,2024-05-29,6410,UPI,True,30,Lapsed,4,Front Desk,False
REN-009720,MBR-003767,Quarterly,2024-05-27,2024-08-26,8160,Net Banking,True,20,Renewed,5,Front Desk,False
REN-009278,MBR-003599,Monthly,2022-02-14,2022-03-16,3600,UPI,False,0,Renewed,10,Front Desk,True
REN-011452,MBR-004399,Monthly,2026-06-17,2026-07-17,3820,Credit Card,False,0,Downgraded,5,Phone Call from Staff,True
REN-009372,MBR-003624,Half-Yearly,2023-10-01,2024-03-31,19920,Credit Card,False,0,Renewed,9,Front Desk,True
REN-028440,MBR-011030,Quarterly,2026-07-07,2026-10-06,5540,UPI,True,40,Renewed,-2,App,False
REN-037542,MBR-014556,Half-Yearly,2023-12-30,2024-06-29,12780,UPI,True,30,Renewed,-8,Front Desk,False
REN-003989,MBR-001561,Monthly,2023-04-26,2023-05-26,5220,UPI,True,15,Renewed,10,App,False
REN-028751,MBR-011153,Annual,2024-11-20,2025-11-20,33960,UPI,False,0,Renewed,1,Phone Call from Staff,False
REN-042214,MBR-016361,Quarterly,2023-07-05,2023-10-04,25880,Credit Card,False,0,Renewed,2,App,False
REN-007130,MBR-002775,Monthly,2024-07-10,2024-08-09,8980,Debit Card,False,0,Renewed,9,App,True
REN-040527,MBR-015702,Monthly,2025-06-27,2025-07-27,2080,UPI,True,10,Renewed,4,App,False
REN-034105,MBR-013282,Monthly,2023-04-26,2023-05-26,1680,UPI,False,0,Renewed,8,Front Desk,True
REN-042109,MBR-016326,Monthly,2024-07-11,2024-08-10,1680,Cash,False,0,Renewed,8,App,False
REN-003631,MBR-001423,Monthly,2023-12-17,2024-01-16,3490,UPI,False,0,Renewed,-15,Front Desk,False
REN-004708,MBR-001858,Half-Yearly,2025-03-23,2025-09-21,15480,UPI,False,0,Lapsed,2,Phone Call from Staff,False
REN-018718,MBR-007268,Monthly,2021-07-16,2021-08-15,1350,UPI,False,0,Renewed,1,App,False
REN-043042,MBR-016682,Half-Yearly,2023-07-12,2024-01-10,17840,Debit Card,False,0,Renewed,-7,App,False
REN-000449,MBR-000174,Monthly,2024-01-14,2024-02-13,2250,Debit Card,True,5,Renewed,3,App,False
REN-001558,MBR-000629,Half-Yearly,2025-08-12,2026-02-10,7490,Net Banking,False,0,Renewed,-2,App,True
REN-001826,MBR-000740,Monthly,2023-07-07,2023-08-06,2780,UPI,False,0,Renewed,7,Phone Call from Staff,False
REN-031981,MBR-012415,Annual,2026-07-28,2027-07-28,21520,Net Banking,False,0,Renewed,5,Phone Call from Staff,False
REN-036466,MBR-014159,Quarterly,2024-10-29,2025-01-28,9660,Debit Card,True,20,Renewed,8,App,True
REN-012790,MBR-004943,Half-Yearly,2023-09-21,2024-03-21,11150,Credit Card,False,0,Renewed,19,Phone Call from Staff,False
REN-041674,MBR-016148,Annual,2024-05-29,2025-05-29,45660,Debit Card,False,0,Renewed,27,Front Desk,True
REN-000811,MBR-000303,Monthly,2021-10-25,2021-11-24,1360,UPI,False,0,Renewed,9,App,False
REN-009657,MBR-003745,Half-Yearly,2026-01-17,2026-07-18,4110,UPI,True,25,Renewed,-4,App,True
REN-003159,MBR-001225,Monthly,2024-11-23,2024-12-23,1960,Cash,True,20,Renewed,3,Front Desk,False
REN-025613,MBR-009962,Annual,2024-03-09,2025-03-09,65050,Credit Card,False,0,Renewed,-8,Front Desk,False
REN-007906,MBR-003064,Quarterly,2024-12-22,2025-03-23,7020,Credit Card,True,25,Renewed,-2,Phone Call from Staff,False
REN-023484,MBR-009131,Quarterly,2024-10-22,2025-01-21,22510,UPI,True,5,Renewed,-13,App,False
REN-044432,MBR-017212,Quarterly,2023-02-13,2023-05-15,6220,Net Banking,False,0,Lapsed,-6,App,True
REN-044748,MBR-017364,Quarterly,2021-01-12,2021-04-13,15530,UPI,False,0,Renewed,0,App,False
REN-000620,MBR-000225,Half-Yearly,2024-07-01,2024-12-30,30790,Debit Card,False,0,Renewed,0,Front Desk,False
REN-002846,MBR-001107,Monthly,2024-12-02,2025-01-01,5910,UPI,False,0,Renewed,0,Front Desk,False
REN-041773,MBR-016191,Monthly,2025-07-15,2025-08-14,1490,Debit Card,False,0,Renewed,2,App,False
REN-008073,MBR-003128,Quarterly,2023-10-23,2024-01-22,6820,Debit Card,True,10,Renewed,3,Phone Call from Staff,False
REN-007502,MBR-002909,Monthly,2025-03-28,2025-04-27,1960,UPI,False,0,Lapsed,4,App,False
REN-042164,MBR-016351,Monthly,2025-04-22,2025-05-22,1800,Debit Card,True,15,Renewed,12,App,True
REN-016385,MBR-006344,Monthly,2021-11-11,2021-12-11,1780,Cash,True,15,Renewed,7,App,True
REN-014763,MBR-005706,Half-Yearly,2021-10-05,2022-04-05,7960,UPI,True,30,Lapsed,13,Front Desk,False
REN-020821,MBR-008110,Monthly,2023-02-21,2023-03-23,1330,UPI,False,0,Renewed,3,Phone Call from Staff,False
REN-018884,MBR-007323,Half-Yearly,2025-02-13,2025-08-14,14820,UPI,False,0,Renewed,9,Front Desk,True
REN-041007,MBR-015886,Half-Yearly,2023-01-03,2023-07-04,16850,UPI,False,0,Lapsed,2,Phone Call from Staff,False
REN-032069,MBR-012456,Quarterly,2025-11-03,2026-02-02,11930,UPI,False,0,Renewed,-2,Front Desk,False
REN-020547,MBR-007984,Monthly,2022-02-11,2022-03-13,4780,UPI,False,0,Renewed,12,Phone Call from Staff,False
REN-000069,MBR-000019,Half-Yearly,2025-08-05,2026-02-03,13300,UPI,False,0,Renewed,5,App,True
REN-029590,MBR-011501,Quarterly,2023-04-06,2023-07-06,16070,UPI,False,0,Renewed,-14,App,True
REN-035657,MBR-013861,Monthly,2024-01-25,2024-02-24,2520,UPI,True,5,Renewed,11,Phone Call from Staff,False
REN-043825,MBR-016977,Monthly,2022-06-25,2022-07-25,3360,Credit Card,False,0,Renewed,10,App,True
REN-031838,MBR-012365,Monthly,2023-01-05,2023-02-04,6650,UPI,True,5,Renewed,5,Phone Call from Staff,False
REN-042926,MBR-016634,Quarterly,2023-06-23,2023-09-22,14600,Debit Card,False,0,Downgraded,-1,App,False
REN-033784,MBR-013139,Monthly,2024-06-26,2024-07-26,4490,Net Banking,False,0,Renewed,-3,App,False
REN-014854,MBR-005737,Quarterly,2024-02-19,2024-05-20,7650,UPI,False,0,Lapsed,-7,Phone Call from Staff,False
