checkin_id,member_id,branch_id,checkin_datetime,checkout_datetime,workout_type,trainer_id,duration_minutes
CHK-036001,MBR-010351,BR-017,2023-11-03 07:45:06,2023-11-03 09:10:06,Strength Training,,81
CHK-036002,MBR-007411,BR-017,2023-11-03 07:47:43,2023-11-03 08:28:43,Group Class,,37
CHK-036003,MBR-001548,BR-029,2023-11-03 07:50:21,2023-11-03 09:20:21,Strength Training,,85
CHK-036004,MBR-000528,BR-018,2023-11-03 07:55:32,2023-11-03 09:21:32,Strength Training,,89
CHK-036005,MBR-007134,BR-026,2023-11-03 08:03:35,2023-11-03 09:18:35,Cardio,,71
CHK-036006,MBR-002185,BR-008,2023-11-03 08:15:53,2023-11-03 09:06:53,Cardio,,49
CHK-036007,MBR-008003,BR-031,2023-11-03 08:25:12,2023-11-03 09:41:12,Cardio,,71
CHK-036008,MBR-004126,BR-038,2023-11-03 08:30:56,2023-11-03 09:30:56,Group Class,,62
CHK-036009,MBR-010255,BR-008,2023-11-03 08:42:43,2023-11-03 09:39:43,Strength Training,,61
CHK-036010,MBR-003159,BR-038,2023-11-03 08:45:31,,Personal Training Session,TR-010,61
CHK-036011,MBR-005175,BR-013,2023-11-03 09:15:12,2023-11-03 10:10:12,Cardio,,58
CHK-036012,MBR-001059,BR-036,2023-11-03 09:36:08,,Cardio,,50
CHK-036013,MBR-005491,BR-032,2023-11-03 09:38:20,2023-11-03 11:08:20,Strength Training,,90
CHK-036014,MBR-015931,BR-039,2023-11-03 09:39:00,2023-11-03 10:32:00,Strength Training,,52
CHK-036015,MBR-005445,BR-007,2023-11-03 09:41:07,2023-11-03 10:15:07,Group Class,,37
CHK-036016,MBR-005089,BR-040,2023-11-03 10:05:09,2023-11-03 10:39:09,Group Class,,30
CHK-036017,MBR-006754,BR-033,2023-11-03 10:24:54,2023-11-03 11:42:54,Strength Training,,77
CHK-036018,MBR-015993,BR-008,2023-11-03 10:38:50,,Personal Training Session,TR-011,52
CHK-036019,MBR-010858,BR-027,2023-11-03 11:33:44,2023-11-03 12:45:44,Group Class,,72
CHK-036020,MBR-011369,BR-038,2023-11-03 13:01:57,2023-11-03 13:33:57,Personal Training Session,TR-030,31
CHK-036021,MBR-012855,BR-022,2023-11-03 14:54:03,2023-11-03 15:26:03,Strength Training,,36
CHK-036022,MBR-015262,BR-009,2023-11-03 15:32:38,2023-11-03 16:14:38,Group Class,,46
CHK-036023,MBR-009681,BR-014,2023-11-03 16:02:18,2023-11-03 17:13:18,Group Class,,72
CHK-036024,MBR-003088,BR-019,2023-11-03 16:21:35,2023-11-03 17:51:35,Cardio,,94
CHK-036025,MBR-014405,BR-016,2023-11-03 16:21:57,2023-11-03 17:24:57,Cardio,,63
CHK-036026,MBR-010180,BR-030,2023-11-03 16:39:15,2023-11-03 17:21:15,Strength Training,,39
CHK-036027,MBR-003547,BR-019,2023-11-03 17:18:30,2023-11-03 18:09:30,Group Class,,47
CHK-036028,MBR-003063,BR-007,2023-11-03 18:06:05,2023-11-03 19:43:05,Strength Training,,96
CHK-036029,MBR-002272,BR-010,2023-11-03 18:12:05,2023-11-03 19:21:05,Group Class,,72
CHK-036030,MBR-004062,BR-018,2023-11-03 18:15:02,2023-11-03 19:12:02,Strength Training,,55
CHK-036031,MBR-016697,BR-005,2023-11-03 18:26:17,2023-11-03 19:38:17,Cardio,,67
CHK-036032,MBR-014802,BR-030,2023-11-03 18:28:41,2023-11-03 19:12:41,Personal Training Session,TR-039,42
CHK-036033,MBR-004581,BR-010,2023-11-03 18:30:35,2023-11-03 19:51:35,Strength Training,,81
CHK-036034,MBR-005937,BR-036,2023-11-03 18:41:08,2023-11-03 19:35:08,Group Class,,56
CHK-036035,MBR-011630,BR-016,2023-11-03 18:43:42,2023-11-03 19:32:42,Cardio,,45
CHK-036036,MBR-003980,BR-004,2023-11-03 18:44:51,2023-11-03 19:45:51,Cardio,,64
CHK-036037,MBR-001486,BR-033,2023-11-03 18:46:57,2023-11-03 19:46:57,Cardio,,55
CHK-036038,MBR-010138,BR-033,2023-11-03 18:51:27,2023-11-03 19:45:27,Cardio,,53
CHK-036039,MBR-009571,BR-022,2023-11-03 18:58:12,2023-11-03 19:44:12,Strength Training,,42
CHK-036040,MBR-011411,BR-024,2023-11-03 19:00:27,2023-11-03 20:32:27,Group Class,,87
CHK-036041,MBR-004875,BR-007,2023-11-03 19:00:56,2023-11-03 20:01:56,Group Class,,56
CHK-036042,MBR-006842,BR-034,2023-11-03 19:07:55,,Personal Training Session,TR-045,43
CHK-036043,MBR-000563,BR-033,2023-11-03 19:10:32,2023-11-03 20:10:32,Strength Training,,58
CHK-036044,MBR-015914,BR-037,2023-11-03 19:12:56,2023-11-03 19:44:56,Group Class,,31
CHK-036045,MBR-016249,BR-035,2023-11-03 19:14:01,2023-11-03 19:58:01,Cardio,,44
CHK-036046,MBR-014929,BR-031,2023-11-03 19:26:42,2023-11-03 20:46:42,Strength Training,,82
CHK-036047,MBR-015105,BR-017,2023-11-03 19:42:43,2023-11-03 20:42:43,Cardio,,58
CHK-036048,MBR-011576,BR-018,2023-11-03 19:51:10,2023-11-03 20:33:10,Group Class,,41
CHK-036049,MBR-003063,BR-007,2023-11-03 19:51:46,2023-11-03 20:56:46,Strength Training,,67
CHK-036050,MBR-008034,BR-020,2023-11-03 19:54:40,2023-11-03 21:39:40,Cardio,,107
CHK-036051,MBR-005107,BR-035,2023-11-03 20:08:21,2023-11-03 21:04:21,Personal Training Session,TR-050,57
CHK-036052,MBR-002482,BR-005,2023-11-03 20:13:58,2023-11-03 20:44:58,Cardio,,27
CHK-036053,MBR-008221,BR-017,2023-11-03 20:18:55,,Group Class,,100
CHK-036054,MBR-003913,BR-029,2023-11-03 20:25:13,2023-11-03 21:03:13,Strength Training,,41
CHK-036055,MBR-014545,BR-038,2023-11-03 20:25:26,2023-11-03 21:28:26,Group Class,,64
CHK-036056,MBR-011218,BR-017,2023-11-03 20:33:08,2023-11-03 21:31:08,Strength Training,,55
CHK-036057,MBR-011578,BR-008,2023-11-03 20:43:34,2023-11-03 22:21:34,Strength Training,,98
CHK-036058,MBR-006845,BR-038,2023-11-03 20:48:25,2023-11-03 22:39:25,Cardio,,113
CHK-036059,MBR-010637,BR-036,2023-11-03 20:50:00,2023-11-03 21:43:00,Cardio,,53
CHK-036060,MBR-006421,BR-033,2023-11-03 20:56:05,2023-11-03 22:43:05,Cardio,,106
CHK-036061,MBR-005162,BR-026,2023-11-03 20:58:44,2023-11-03 22:26:44,Strength Training,,88
CHK-036062,MBR-005882,BR-040,2023-11-03 21:18:41,2023-11-03 22:23:41,Strength Training,,60
CHK-036063,MBR-015737,BR-033,2023-11-03 21:18:56,2023-11-03 22:07:56,Personal Training Session,TR-030,51
CHK-036064,MBR-008903,BR-033,2023-11-03 21:21:32,,Group Class,,59
CHK-036065,MBR-001188,BR-031,2023-11-03 21:27:06,2023-11-03 22:41:06,Strength Training,,69
CHK-036066,MBR-015458,BR-038,2023-11-03 21:27:59,2023-11-03 21:55:59,Cardio,,29
CHK-036067,MBR-008395,BR-038,2023-11-03 21:28:27,2023-11-03 22:21:27,Strength Training,,51
CHK-036068,MBR-005572,BR-017,2023-11-03 21:35:26,2023-11-03 22:25:26,Group Class,,48
CHK-036069,MBR-004673,BR-039,2023-11-03 21:36:01,,Group Class,,77
CHK-036070,MBR-012413,BR-029,2023-11-03 21:36:03,2023-11-03 21:57:03,Strength Training,,23
CHK-036071,MBR-016804,BR-031,2023-11-03 21:38:00,2023-11-03 23:21:00,Strength Training,,99
CHK-036072,MBR-011807,BR-039,2023-11-03 21:39:18,2023-11-03 23:11:18,Strength Training,,89
CHK-036073,MBR-016980,BR-004,2023-11-03 21:43:36,2023-11-03 22:25:36,Group Class,,45
CHK-036074,MBR-015585,BR-028,2023-11-03 22:06:47,2023-11-03 22:45:47,Personal Training Session,TR-007,38
CHK-036075,MBR-013178,BR-017,2023-11-03 22:09:21,,Cardio,,44
CHK-036076,MBR-014259,BR-031,2023-11-03 22:32:21,2023-11-03 23:32:21,Personal Training Session,TR-023,59
CHK-036077,MBR-016441,BR-039,2023-11-03 22:56:24,,Group Class,,110
CHK-036078,MBR-013639,BR-031,2023-11-03 23:14:42,2023-11-03 23:49:42,Group Class,,34
CHK-036079,MBR-004144,BR-011,2023-11-04 03:37:25,2023-11-04 05:20:25,Cardio,,98
CHK-036080,MBR-013666,BR-018,2023-11-04 06:14:02,,Strength Training,,65
CHK-036081,MBR-008156,BR-031,2023-11-04 06:39:43,2023-11-04 07:45:43,Personal Training Session,TR-020,61
CHK-036082,MBR-011286,BR-022,2023-11-04 07:22:49,2023-11-04 08:47:49,Cardio,,89
CHK-036083,MBR-006427,BR-033,2023-11-04 08:26:24,2023-11-04 09:57:24,Cardio,,86
CHK-036084,MBR-010972,BR-022,2023-11-04 08:51:56,2023-11-04 10:29:56,Cardio,,100
CHK-036085,MBR-000730,BR-029,2023-11-04 08:55:27,,Cardio,,53
CHK-036086,MBR-002302,BR-034,2023-11-04 09:00:05,2023-11-04 09:33:05,Strength Training,,34
CHK-036087,MBR-005197,BR-038,2023-11-04 09:11:16,2023-11-04 09:59:16,Strength Training,,50
CHK-036088,MBR-013178,BR-017,2023-11-04 09:25:32,2023-11-04 10:23:32,Group Class,,61
CHK-036089,MBR-006477,BR-015,2023-11-04 09:33:45,2023-11-04 10:15:45,Cardio,,40
CHK-036090,MBR-002149,BR-015,2023-11-04 10:09:37,2023-11-04 11:27:37,Group Class,,80
CHK-036091,MBR-004272,BR-014,2023-11-04 11:06:40,2023-11-04 12:46:40,Strength Training,,96
CHK-036092,MBR-003747,BR-036,2023-11-04 11:07:07,2023-11-04 12:42:07,Strength Training,,95
CHK-036093,MBR-001134,BR-025,2023-11-04 11:36:44,2023-11-04 13:06:44,Strength Training,,92
CHK-036094,MBR-001536,BR-002,2023-11-04 12:29:55,2023-11-04 13:16:55,Cardio,,46
CHK-036095,MBR-000236,BR-018,2023-11-04 12:39:13,2023-11-04 13:39:13,Cardio,,61
CHK-036096,MBR-007260,BR-015,2023-11-04 13:17:28,2023-11-04 14:50:28,Group Class,,91
CHK-036097,MBR-004490,BR-004,2023-11-04 14:02:47,,Group Class,,73
CHK-036098,MBR-005407,BR-018,2023-11-04 14:16:04,,Strength Training,,77
CHK-036099,MBR-017217,BR-017,2023-11-04 14:16:54,2023-11-04 14:55:54,Strength Training,,38
CHK-036100,MBR-008890,BR-018,2023-11-04 14:36:44,2023-11-04 16:18:44,Strength Training,,98
CHK-036101,MBR-005411,BR-016,2023-11-04 14:44:56,2023-11-04 16:13:56,Cardio,,89
CHK-036102,MBR-008760,BR-022,2023-11-04 14:47:51,2023-11-04 15:40:51,Strength Training,,57
CHK-036103,MBR-003216,BR-017,2023-11-04 15:08:58,2023-11-04 16:06:58,Personal Training Session,TR-029,60
CHK-036104,MBR-017039,BR-033,2023-11-04 15:28:04,2023-11-04 16:29:04,Strength Training,,60
CHK-036105,MBR-009027,BR-025,2023-11-04 15:45:46,2023-11-04 16:11:46,Strength Training,,30
CHK-036106,MBR-000964,BR-013,2023-11-04 15:49:46,,Strength Training,,61
CHK-036107,MBR-009255,BR-021,2023-11-04 16:14:55,2023-11-04 17:59:55,Group Class,,105
CHK-036108,MBR-001319,BR-033,2023-11-04 16:38:58,2023-11-04 18:08:58,Personal Training Session,TR-024,87
CHK-036109,MBR-000069,BR-035,2023-11-04 17:18:28,2023-11-04 17:53:28,Strength Training,,34
CHK-036110,MBR-010483,BR-002,2023-11-04 17:34:44,2023-11-04 18:26:44,Strength Training,,49
CHK-036111,MBR-015501,BR-017,2023-11-04 18:09:33,,Strength Training,,39
CHK-036112,MBR-005597,BR-008,2023-11-04 18:11:08,,Strength Training,,60
CHK-036113,MBR-005325,BR-040,2023-11-04 18:23:09,2023-11-04 19:33:09,Group Class,,66
CHK-036114,MBR-010589,BR-019,2023-11-04 18:40:17,2023-11-04 20:21:17,Group Class,,100
CHK-036115,MBR-006349,BR-035,2023-11-04 18:40:46,2023-11-04 19:48:46,Cardio,,65
CHK-036116,MBR-000818,BR-033,2023-11-04 19:00:15,2023-11-04 20:34:15,Cardio,,89
CHK-036117,MBR-004867,BR-018,2023-11-04 19:11:21,2023-11-04 20:38:21,Cardio,,88
CHK-036118,MBR-012638,BR-033,2023-11-04 20:43:40,2023-11-04 22:12:40,Cardio,,87
CHK-036119,MBR-008336,BR-011,2023-11-04 21:19:53,2023-11-04 22:38:53,Cardio,,78
CHK-036120,MBR-003237,BR-017,2023-11-04 21:31:05,2023-11-04 22:25:05,Group Class,,55
CHK-036121,MBR-008876,BR-038,2023-11-04 21:56:29,2023-11-04 22:46:29,Strength Training,,47
CHK-036122,MBR-009605,BR-036,2023-11-05 02:15:13,2023-11-05 03:12:13,Group Class,,53
CHK-036123,MBR-015419,BR-009,2023-11-05 06:52:46,2023-11-05 07:59:46,Cardio,,64
CHK-036124,MBR-017020,BR-031,2023-11-05 07:58:34,2023-11-05 09:12:34,Group Class,,76
CHK-036125,MBR-015658,BR-018,2023-11-05 09:08:40,2023-11-05 10:47:40,Group Class,,100
CHK-036126,MBR-008345,BR-011,2023-11-05 09:18:43,2023-11-05 10:13:43,Group Class,,55
CHK-036127,MBR-009175,BR-033,2023-11-05 09:58:21,2023-11-05 10:58:21,Group Class,,57
CHK-036128,MBR-009111,BR-039,2023-11-05 10:27:36,2023-11-05 11:20:36,Group Class,,56
CHK-036129,MBR-009112,BR-014,2023-11-05 11:57:13,2023-11-05 12:44:13,Group Class,,45
CHK-036130,MBR-016530,BR-022,2023-11-05 12:05:08,,Strength Training,,83
CHK-036131,MBR-002227,BR-011,2023-11-05 12:16:03,2023-11-05 13:15:03,Strength Training,,61
CHK-036132,MBR-009139,BR-024,2023-11-05 12:55:01,2023-11-05 13:47:01,Group Class,,48
CHK-036133,MBR-007523,BR-028,2023-11-05 13:58:41,2023-11-05 15:05:41,Strength Training,,66
CHK-036134,MBR-007461,BR-016,2023-11-05 14:38:50,2023-11-05 16:06:50,Group Class,,92
CHK-036135,MBR-013537,BR-013,2023-11-05 14:52:13,2023-11-05 16:02:13,Group Class,,70
CHK-036136,MBR-012188,BR-012,2023-11-05 14:57:09,2023-11-05 15:45:09,Group Class,,50
CHK-036137,MBR-008478,BR-028,2023-11-05 17:12:48,2023-11-05 18:18:48,Personal Training Session,TR-046,70
CHK-036138,MBR-004637,BR-010,2023-11-05 17:15:06,2023-11-05 18:17:06,Personal Training Session,TR-042,65
CHK-036139,MBR-015973,BR-018,2023-11-05 17:57:51,2023-11-05 19:12:51,Strength Training,,70
CHK-036140,MBR-011453,BR-017,2023-11-05 18:09:44,2023-11-05 19:07:44,Cardio,,54
CHK-036141,MBR-007540,BR-016,2023-11-05 18:12:09,2023-11-05 19:15:09,Strength Training,,62
CHK-036142,MBR-012215,BR-033,2023-11-05 18:46:22,2023-11-05 19:40:22,Strength Training,,58
CHK-036143,MBR-012638,BR-033,2023-11-05 19:07:35,2023-11-05 19:52:35,Cardio,,42
CHK-036144,MBR-010191,BR-024,2023-11-05 19:43:52,2023-11-05 20:14:52,Group Class,,27
CHK-036145,MBR-013382,BR-003,2023-11-05 20:07:42,,Cardio,,45
CHK-036146,MBR-007949,BR-039,2023-11-05 20:49:21,2023-11-05 22:13:21,Strength Training,,82
CHK-036147,MBR-012530,BR-024,2023-11-05 21:37:54,2023-11-05 23:18:54,Group Class,,102
CHK-036148,MBR-006733,BR-015,2023-11-05 22:07:58,2023-11-05 23:32:58,Strength Training,,84
CHK-036149,MBR-013125,BR-038,2023-11-06 00:05:40,2023-11-06 01:08:40,Group Class,,58
CHK-036150,MBR-005526,BR-040,2023-11-06 05:18:57,2023-11-06 06:06:57,Strength Training,,44
CHK-036151,MBR-005631,BR-021,2023-11-06 05:42:27,2023-11-06 06:28:27,Personal Training Session,TR-033,48
CHK-036152,MBR-011089,BR-033,2023-11-06 06:00:52,2023-11-06 06:47:52,Cardio,,47
CHK-036153,MBR-013374,BR-029,2023-11-06 06:21:25,2023-11-06 07:01:25,Strength Training,,38
CHK-036154,MBR-001747,BR-033,2023-11-06 06:27:48,2023-11-06 07:48:48,Cardio,,81
CHK-036155,MBR-015574,BR-026,2023-11-06 07:12:25,2023-11-06 08:06:25,Strength Training,,55
CHK-036156,MBR-002881,BR-005,2023-11-06 07:18:36,2023-11-06 08:22:36,Group Class,,59
CHK-036157,MBR-000058,BR-038,2023-11-06 07:22:32,2023-11-06 08:29:32,Strength Training,,62
CHK-036158,MBR-008109,BR-013,2023-11-06 07:24:05,,Strength Training,,52
CHK-036159,MBR-009452,BR-013,2023-11-06 07:26:17,2023-11-06 08:42:17,Group Class,,73
CHK-036160,MBR-009479,BR-008,2023-11-06 07:32:19,2023-11-06 09:13:19,Strength Training,,102
CHK-036161,MBR-002011,BR-017,2023-11-06 07:32:39,2023-11-06 08:41:39,Cardio,,68
CHK-036162,MBR-012264,BR-015,2023-11-06 07:40:42,,Group Class,,44
CHK-036163,MBR-001974,BR-033,2023-11-06 07:58:12,,Cardio,,70
CHK-036164,MBR-000754,BR-018,2023-11-06 07:59:20,2023-11-06 09:09:20,Strength Training,,70
CHK-036165,MBR-011237,BR-014,2023-11-06 08:25:45,2023-11-06 09:25:45,Group Class,,56
CHK-036166,MBR-017213,BR-033,2023-11-06 08:26:04,2023-11-06 09:14:04,Strength Training,,48
CHK-036167,MBR-010909,BR-018,2023-11-06 08:32:51,2023-11-06 09:39:51,Group Class,,67
CHK-036168,MBR-009582,BR-038,2023-11-06 08:33:56,,Strength Training,,44
CHK-036169,MBR-010793,BR-034,2023-11-06 08:46:02,2023-11-06 09:22:02,Group Class,,31
CHK-036170,MBR-008747,BR-040,2023-11-06 09:00:36,2023-11-06 10:38:36,Group Class,,96
CHK-036171,MBR-016353,BR-005,2023-11-06 09:09:16,,Strength Training,,113
CHK-036172,MBR-008625,BR-033,2023-11-06 09:11:49,2023-11-06 09:50:49,Strength Training,,43
CHK-036173,MBR-007947,BR-035,2023-11-06 10:12:08,2023-11-06 11:32:08,Group Class,,76
CHK-036174,MBR-010824,BR-038,2023-11-06 11:02:50,2023-11-06 12:04:50,Personal Training Session,TR-007,65
CHK-036175,MBR-011897,BR-038,2023-11-06 11:17:53,2023-11-06 12:06:53,Strength Training,,44
CHK-036176,MBR-015136,BR-038,2023-11-06 11:50:05,2023-11-06 13:29:05,Strength Training,,102
CHK-036177,MBR-002470,BR-038,2023-11-06 12:09:57,2023-11-06 13:16:57,Cardio,,68
CHK-036178,MBR-013964,BR-033,2023-11-06 12:13:09,2023-11-06 12:48:09,Group Class,,33
CHK-036179,MBR-014342,BR-004,2023-11-06 12:17:30,2023-11-06 13:39:30,Cardio,,77
CHK-036180,MBR-004277,BR-022,2023-11-06 12:46:23,2023-11-06 13:51:23,Strength Training,,68
CHK-036181,MBR-016082,BR-034,2023-11-06 13:46:17,2023-11-06 14:53:17,Cardio,,64
CHK-036182,MBR-001531,BR-004,2023-11-06 15:07:09,2023-11-06 16:14:09,Strength Training,,62
CHK-036183,MBR-002245,BR-029,2023-11-06 15:42:16,2023-11-06 17:12:16,Cardio,,93
CHK-036184,MBR-002245,BR-029,2023-11-06 15:47:16,2023-11-06 17:17:16,Cardio,,93
CHK-036185,MBR-004784,BR-012,2023-11-06 16:01:42,,Cardio,,43
CHK-036186,MBR-012710,BR-038,2023-11-06 16:05:29,2023-11-06 17:34:29,Strength Training,,92
CHK-036187,MBR-003467,BR-024,2023-11-06 16:15:59,2023-11-06 17:32:59,Cardio,,74
CHK-036188,MBR-010295,BR-025,2023-11-06 16:36:59,2023-11-06 18:20:59,Strength Training,,107
CHK-036189,MBR-014387,BR-024,2023-11-06 16:38:10,2023-11-06 17:45:10,Strength Training,,71
CHK-036190,MBR-007758,BR-033,2023-11-06 16:53:05,,Personal Training Session,TR-015,57
CHK-036191,MBR-016716,BR-011,2023-11-06 16:57:02,2023-11-06 18:02:02,Cardio,,60
CHK-036192,MBR-003237,BR-017,2023-11-06 17:03:04,2023-11-06 18:25:04,Strength Training,,82
CHK-036193,MBR-010230,BR-034,2023-11-06 17:51:56,,Group Class,,72
CHK-036194,MBR-011237,BR-014,2023-11-06 17:55:36,2023-11-06 18:57:36,Personal Training Session,TR-041,58
CHK-036195,MBR-012551,BR-018,2023-11-06 18:12:09,2023-11-06 19:05:09,Personal Training Session,TR-002,51
CHK-036196,MBR-002625,BR-016,2023-11-06 18:22:01,2023-11-06 19:11:01,Personal Training Session,TR-009,50
CHK-036197,MBR-001531,BR-004,2023-11-06 18:39:30,2023-11-06 19:29:30,Strength Training,,50
CHK-036198,MBR-004124,BR-008,2023-11-06 18:42:48,,Strength Training,,95
CHK-036199,MBR-014756,BR-014,2023-11-06 19:04:26,2023-11-06 20:00:26,Cardio,,57
CHK-036200,MBR-015322,BR-033,2023-11-06 19:06:48,2023-11-06 20:28:48,Cardio,,78
CHK-036201,MBR-011741,BR-007,2023-11-06 19:15:49,2023-11-06 20:05:49,Strength Training,,54
CHK-036202,MBR-010647,BR-037,2023-11-06 19:15:50,2023-11-06 19:59:50,Group Class,,41
CHK-036203,MBR-000395,BR-016,2023-11-06 19:33:30,2023-11-06 19:58:30,Strength Training,,26
CHK-036204,MBR-008419,BR-007,2023-11-06 19:54:12,2023-11-06 20:38:12,Cardio,,39
CHK-036205,MBR-004068,BR-018,2023-11-06 20:01:31,2023-11-06 20:56:31,Strength Training,,56
CHK-036206,MBR-008385,BR-032,2023-11-06 20:01:32,2023-11-06 21:22:32,Cardio,,80
CHK-036207,MBR-005968,BR-029,2023-11-06 20:08:59,2023-11-06 21:48:59,Group Class,,99
CHK-036208,MBR-002997,BR-031,2023-11-06 20:13:50,2023-11-06 21:36:50,Strength Training,,87
CHK-036209,MBR-001988,BR-009,2023-11-06 20:16:43,,Group Class,,71
CHK-036210,MBR-004869,BR-038,2023-11-06 20:23:48,2023-11-06 21:54:48,Group Class,,94
CHK-036211,MBR-006963,BR-026,2023-11-06 20:23:57,2023-11-06 21:41:57,Group Class,,74
CHK-036212,MBR-014667,BR-005,2023-11-06 20:26:26,2023-11-06 21:32:26,Group Class,,61
CHK-036213,MBR-015417,BR-034,2023-11-06 20:33:04,2023-11-06 21:03:04,Strength Training,,33
CHK-036214,MBR-014681,BR-002,2023-11-06 20:33:42,2023-11-06 21:45:42,Group Class,,67
CHK-036215,MBR-004062,BR-018,2023-11-06 20:34:53,2023-11-06 21:48:53,Personal Training Session,TR-015,78
CHK-036216,MBR-007485,BR-008,2023-11-06 20:35:41,2023-11-06 21:51:41,Strength Training,,75
CHK-036217,MBR-010769,BR-010,2023-11-06 20:36:16,,Cardio,,59
CHK-036218,MBR-013325,BR-036,2023-11-06 20:41:26,2023-11-06 21:46:26,Personal Training Session,TR-042,69
CHK-036219,MBR-003073,BR-017,2023-11-06 20:41:34,2023-11-06 21:21:34,Cardio,,44
CHK-036220,MBR-009087,BR-038,2023-11-06 20:44:52,2023-11-06 21:28:52,Cardio,,41
CHK-036221,MBR-002536,BR-008,2023-11-06 20:53:58,2023-11-06 22:09:58,Cardio,,76
CHK-036222,MBR-009478,BR-017,2023-11-06 20:54:42,2023-11-06 22:00:42,Cardio,,66
CHK-036223,MBR-014755,BR-007,2023-11-06 20:57:23,2023-11-06 22:03:23,Strength Training,,69
CHK-036224,MBR-010515,BR-007,2023-11-06 21:09:27,2023-11-06 21:46:27,Group Class,,39
CHK-036225,MBR-002475,BR-009,2023-11-06 21:09:45,2023-11-06 22:17:45,Strength Training,,63
CHK-036226,MBR-013187,BR-028,2023-11-06 21:15:36,2023-11-06 21:54:36,Cardio,,34
CHK-036227,MBR-001833,BR-012,2023-11-06 21:17:20,2023-11-06 22:13:20,Personal Training Session,TR-049,52
CHK-036228,MBR-011910,BR-034,2023-11-06 21:28:38,2023-11-06 22:01:38,Strength Training,,35
CHK-036229,MBR-000058,BR-038,2023-11-06 21:33:54,2023-11-06 22:33:54,Strength Training,,57
CHK-036230,MBR-010280,BR-003,2023-11-06 21:35:30,2023-11-06 23:10:30,Group Class,,96
CHK-036231,MBR-005247,BR-035,2023-11-06 21:44:59,2023-11-06 22:49:59,Cardio,,65
CHK-036232,MBR-017213,BR-033,2023-11-06 22:42:56,2023-11-06 23:46:56,Strength Training,,63
CHK-036233,MBR-003132,BR-018,2023-11-06 23:52:37,2023-11-07 00:37:37,Personal Training Session,TR-046,43
CHK-036234,MBR-012979,BR-035,2023-11-07 00:07:36,2023-11-07 01:46:36,Cardio,,95
CHK-036235,MBR-010774,BR-010,2023-11-07 01:56:00,2023-11-07 03:01:00,Strength Training,,69
CHK-036236,MBR-005020,BR-017,2023-11-07 02:08:25,,Group Class,,73
CHK-036237,MBR-006312,BR-002,2023-11-07 04:43:44,2023-11-07 05:28:44,Strength Training,,48
CHK-036238,MBR-003505,BR-034,2023-11-07 05:39:40,2023-11-07 06:18:40,Strength Training,,39
CHK-036239,MBR-015006,BR-033,2023-11-07 06:04:03,2023-11-07 07:34:03,Strength Training,,93
CHK-036240,MBR-016805,BR-004,2023-11-07 06:07:45,,Personal Training Session,TR-013,65
CHK-036241,MBR-013729,BR-039,2023-11-07 06:12:00,2023-11-07 07:17:00,Cardio,,61
CHK-036242,MBR-010663,BR-038,2023-11-07 06:21:19,2023-11-07 07:16:19,Strength Training,,51
CHK-036243,MBR-012461,BR-017,2023-11-07 06:28:17,,Strength Training,,110
CHK-036244,MBR-009265,BR-018,2023-11-07 06:57:31,2023-11-07 07:56:31,Cardio,,62
CHK-036245,MBR-017098,BR-007,2023-11-07 07:02:10,2023-11-07 08:05:10,Personal Training Session,TR-003,63
CHK-036246,MBR-007907,BR-031,2023-11-07 07:05:13,2023-11-07 08:09:13,Strength Training,,59
CHK-036247,MBR-010205,BR-015,2023-11-07 07:33:53,2023-11-07 08:04:53,Strength Training,,30
CHK-036248,MBR-003449,BR-039,2023-11-07 08:01:13,2023-11-07 08:57:13,Strength Training,,56
CHK-036249,MBR-008779,BR-037,2023-11-07 08:33:07,2023-11-07 10:08:07,Cardio,,91
CHK-036250,MBR-010920,BR-038,2023-11-07 09:18:24,2023-11-07 09:48:24,Strength Training,,29
CHK-036251,MBR-001403,BR-002,2023-11-07 10:15:54,2023-11-07 11:53:54,Cardio,,95
CHK-036252,MBR-008311,BR-017,2023-11-07 10:21:47,2023-11-07 11:31:47,Personal Training Session,TR-016,65
CHK-036253,MBR-013108,BR-015,2023-11-07 11:24:44,2023-11-07 11:49:44,Cardio,,29
CHK-036254,MBR-014699,BR-033,2023-11-07 12:08:16,2023-11-07 12:37:16,Strength Training,,26
CHK-036255,MBR-016171,BR-036,2023-11-07 12:08:23,2023-11-07 13:04:23,Cardio,,52
CHK-036256,MBR-013705,BR-022,2023-11-07 12:14:30,2023-11-07 13:11:30,Cardio,,58
CHK-036257,MBR-008385,BR-032,2023-11-07 14:07:17,2023-11-07 15:38:17,Strength Training,,89
CHK-036258,MBR-007217,BR-038,2023-11-07 14:17:40,2023-11-07 15:18:40,Strength Training,,64
CHK-036259,MBR-010978,BR-038,2023-11-07 14:25:24,2023-11-07 15:12:24,Personal Training Session,TR-002,44
CHK-036260,MBR-014800,BR-005,2023-11-07 14:44:06,2023-11-07 15:53:06,Strength Training,,72
CHK-036261,MBR-013104,BR-013,2023-11-07 14:56:11,2023-11-07 16:10:11,Group Class,,74
CHK-036262,MBR-014384,BR-022,2023-11-07 16:40:12,2023-11-07 17:14:12,Group Class,,37
CHK-036263,MBR-002381,BR-015,2023-11-07 16:52:08,2023-11-07 18:38:08,Cardio,,107
CHK-036264,MBR-002935,BR-036,2023-11-07 16:55:51,2023-11-07 17:30:51,Strength Training,,32
